band,parcel_idx,parcel_name,tau_mean,tau_median,tau_std,tau_count,rho_mean,rho_median,rho_std,tau_exp_r2_mean,rho_r2_mean,ts_var_mean
betalow,74,rh.17Networks_5-1,0.22034418141255935,0.22150027910792647,0.011502993549415603,267,0.5965433928321542,0.6002634589206418,0.026663717641611302,0.23460247103478202,0.9995763582116404,1.0
betalow,75,rh.17Networks_13-6,0.20843254134113887,0.2076476200679964,0.011223543283909817,267,0.6059954564202863,0.6078430388211993,0.017002553893403327,0.8035304833223192,0.999298167246209,1.0
betalow,76,rh.17Networks_13-9,0.20733197987389904,0.20759430986359648,0.014417148120850784,267,0.6198446953086749,0.6220891724094779,0.011420892464588536,0.7385076333533523,0.9993401636596568,1.0
betalow,77,rh.17Networks_13-1,0.21286045345031715,0.21305234586884117,0.012684246002427872,267,0.6205329785161889,0.6210720032349126,0.01243763016672775,0.6065618972486638,0.9995122319848679,1.0
betalow,78,rh.17Networks_13-3,0.21522057217864704,0.21505597993689027,0.010557383631901462,267,0.6039744140284745,0.6047173690482641,0.019312555375089458,0.6320660820235419,0.9995227513312589,1.0
betalow,79,rh.17Networks_13-2,0.20219316348294916,0.20255695453571138,0.01437295536628489,267,0.6230278831855783,0.6241001423097005,0.010858708310329151,0.8516336664707338,0.9992297354156254,1.0
betalow,80,rh.17Networks_17-6,0.20994846444348564,0.2109128784948023,0.014583554373841548,267,0.6200841313628548,0.6232498912579281,0.011804330482170193,0.6618104178710383,0.99941696451322,1.0
betalow,81,rh.17Networks_17-10,0.2111972080203369,0.21111084941223282,0.009937328618993432,267,0.6065724513094366,0.6064546805442548,0.013267537222543086,0.8025910164629506,0.9994106640027822,1.0
betalow,82,rh.17Networks_17-4,0.2105689208785525,0.20954324335352553,0.012308659245602723,267,0.6079864179303878,0.609232362447333,0.016540736321745197,0.6880877688561573,0.9993445296248165,1.0
betalow,83,rh.17Networks_17-9,0.20583943573585187,0.20620253988831702,0.012712286650400246,267,0.6212056432847226,0.623418388048922,0.011060896360919625,0.8285687654298322,0.9993573868178596,1.0
betalow,84,rh.17Networks_17-7,0.20137271669376755,0.20066685053330227,0.01335705127024305,267,0.6220313084962948,0.6232122150324484,0.010428605058371697,0.87149862040321,0.9991900333243393,1.0
betalow,85,rh.17Networks_15-3,0.21016283522593082,0.21025138282393163,0.010972246417312691,267,0.6024525778343623,0.6054319144271366,0.021203839541700284,0.7877642465096252,0.9993022868428476,1.0
betalow,86,rh.17Networks_15-2,0.2054598400311366,0.2039546787228781,0.012020565156768302,267,0.6108140737416888,0.6123761182412549,0.014703003130589695,0.8272296096145741,0.9991855272292661,1.0
betalow,87,rh.17Networks_15-6,0.21169204947609488,0.2124735445858908,0.01040598243625521,267,0.6041908215094276,0.604560763732202,0.015056493256458792,0.7869015774295964,0.9994288147299414,1.0
betalow,88,rh.17Networks_1-1,0.21474734321390065,0.2153616294670314,0.01052077312231888,267,0.5876686667889549,0.5989460103787516,0.04104946932410171,0.6960125688653344,0.9995073891283204,1.0
betalow,89,rh.17Networks_4-2,0.2169829308168031,0.21514546094145154,0.01210488250570841,267,0.6064144455298639,0.609831880661001,0.023097523462736202,0.28525286176948583,0.999479805060335,1.0
betalow,90,rh.17Networks_9-1,0.20577589900385856,0.20491772455301513,0.01332729977778769,267,0.6151627176289184,0.6168710446748028,0.011234478562833274,0.7865554937493845,0.9992133201931457,1.0
betalow,91,rh.17Networks_11-3,0.21291940787824454,0.21135892042826535,0.012754181942031175,267,0.6103227939437508,0.6118300071963805,0.016774877486471936,0.5299502347664963,0.9993514306561878,1.0
betalow,92,rh.17Networks_11-5,0.21256323416601466,0.21067433164331653,0.012890045375381222,267,0.6126684740103131,0.6137396484650299,0.013923124595747556,0.5614312561405198,0.9993633824086559,1.0
betalow,93,rh.17Networks_11-2,0.2161364118635894,0.21674707565196763,0.011443790246073988,267,0.594630201699627,0.6003422107258896,0.030979388142288348,0.5513982672516572,0.9994172738862515,1.0
betalow,94,rh.17Networks_3-1,0.2243442490196001,0.22283802408530276,0.01186126060356628,267,0.6000920446286866,0.6097154265221694,0.041474836092845135,-0.854723041591904,0.999628445482373,1.0
betalow,95,rh.17Networks_3-3,0.21109199766381867,0.20952981024701042,0.011560131154545815,267,0.6061905400168326,0.6087847261548381,0.021736208377532516,0.7004842648749547,0.9993205276260647,1.0
betalow,96,rh.17Networks_8-2,0.2069970630651391,0.20785881654496205,0.013936715875358083,267,0.6215390739364516,0.6230580528283619,0.011398898452801237,0.7941223257184462,0.9993683987646304,1.0
betalow,97,rh.17Networks_8-3,0.21232565725942154,0.21218283924360504,0.013552503084439864,267,0.6178357205518127,0.6196436966057011,0.013983079301349243,0.5310245598834197,0.9994322222060794,1.0
betalow,98,rh.17Networks_8-11,0.21258224809496953,0.2110166545102641,0.012773815265136873,267,0.6106284263701122,0.6116822083727678,0.015607616877917455,0.5739343384429143,0.9993540677998973,1.0
betalow,99,rh.17Networks_8-7,0.21542971906575473,0.21558468949692663,0.010107551667510322,267,0.6025916769456292,0.6062321178319121,0.023101640982001098,0.6517042561640354,0.9994966009334768,1.0
betalow,100,rh.17Networks_8-1,0.2063747156304013,0.2057511938120036,0.013169640543567937,267,0.6201727650644098,0.621942845227905,0.011066005196514406,0.8019659096278444,0.9993263935585363,1.0
betalow,101,rh.17Networks_7-3,0.21846665704067375,0.21628043044240214,0.01269457658692536,267,0.6125452176351506,0.6135202323320591,0.016177578698822134,0.026379175867753166,0.9995130101073207,1.0
betalow,102,rh.17Networks_7-7,0.21516837350118884,0.21353835164807572,0.01231116108418024,267,0.6113335057929195,0.6182497288121606,0.032044719949774265,0.44416272714006577,0.9994855520618391,1.0
betalow,103,rh.17Networks_7-5,0.2163786715566639,0.21548331691985018,0.010804885823564758,267,0.6014207935507564,0.6057627981158026,0.024727367952499243,0.5145643736759222,0.9994767469894056,1.0
betalow,104,rh.17Networks_7-2,0.20791178985814657,0.20720191758937145,0.013481003605841098,267,0.6160734758184273,0.6171981607574487,0.011385842233675461,0.7393128895784123,0.9993185389512412,1.0
betalow,105,rh.17Networks_14-1,0.2138662016528466,0.21322428981479366,0.011190114009061452,267,0.6032263627339681,0.6043444132082124,0.01766669035668525,0.6365023822126682,0.9994333560968123,1.0
betalow,106,rh.17Networks_14-4,0.20241561759419144,0.20213185218447374,0.012938861925284496,267,0.6224470796099895,0.6240577298071359,0.010703694864131065,0.8710760225855457,0.9992521521874907,1.0
delta,0,lh.17Networks_2-1,0.21207046500179152,0.21073117564759816,0.008486835237248785,267,0.46886379430568326,0.4639638786014501,0.04052475761295954,0.8090105750849862,0.9999926274651728,1.0
delta,1,lh.17Networks_16-1,0.2107100823890332,0.209640799237768,0.008403104654685538,267,0.46869091991360995,0.46013908479997456,0.041374963992016615,0.8271036567230434,0.9999930454284867,1.0
delta,2,lh.17Networks_16-3,0.20980996049035264,0.2081036314660902,0.007895835781190108,267,0.4678406331796437,0.4581411737121474,0.04135651248933257,0.8388538242716544,0.9999928637593146,1.0
delta,3,lh.17Networks_16-5,0.21063078246609296,0.2104077251528041,0.007491116389861842,267,0.47138578455015573,0.4629772780391791,0.04399362202184449,0.8561142683344265,0.9999932996137321,1.0
delta,4,lh.17Networks_16-7,0.20864469099260874,0.20675985587814275,0.008695095708799755,267,0.4682516547447448,0.4638279954594407,0.03971693474532284,0.8459487603894287,0.9999927609191395,1.0
delta,5,lh.FreeSurfer_Defined_Medial_Wall-1,0.20890633929081656,0.2091797170154923,0.006220341262278342,267,0.47218074339400157,0.4630665702819557,0.04147861997582783,0.8783620589138101,0.9999932708531639,1.0
delta,6,lh.FreeSurfer_Defined_Medial_Wall-3,0.20761182130180406,0.20679905257016143,0.005827526696661022,267,0.4703723199001419,0.4597397840727603,0.04127056011532232,0.879993011772045,0.9999923450101273,1.0
delta,7,lh.17Networks_6-2,0.2140948210137968,0.2133649438631414,0.00989120829067146,267,0.4693946897524937,0.469574937044399,0.03571537305350223,0.7367961056781072,0.9999922895036149,1.0
delta,8,lh.17Networks_6-3,0.20935687125543745,0.20654204669079487,0.010404919367882043,267,0.47578753649358474,0.4723870370094055,0.038997451422426284,0.7911371577161805,0.9999922127358974,1.0
delta,9,lh.17Networks_6-7,0.2080471339490017,0.2075006423499988,0.007237842031859183,267,0.47015923082466043,0.45998986434408745,0.04069264205938339,0.8717736697944137,0.9999916733184326,1.0
delta,10,lh.17Networks_6-6,0.20861370370150722,0.2065993026139558,0.009262080656354298,267,0.47207234797321346,0.4669031648158735,0.03999464423934141,0.8412538362399298,0.9999913352158545,1.0
delta,11,lh.17Networks_12-11,0.2075055358570579,0.20554156526311293,0.008887057194776966,267,0.47044073893991356,0.4611420674830285,0.040882647150543266,0.8444205827371482,0.9999931049280985,1.0
delta,12,lh.17Networks_12-12,0.2077170328328833,0.20553830724510658,0.008250851212584169,267,0.472248620089937,0.459565240474151,0.04218850822965902,0.8588072384402197,0.9999938930312524,1.0
delta,13,lh.17Networks_12-7,0.20799220175399402,0.20530508337829612,0.00946487668436872,267,0.47027492185535397,0.4641414543422682,0.041629730870322006,0.8268119920998995,0.9999924864868263,1.0
delta,14,lh.17Networks_12-3,0.21191343353411493,0.21174111342250973,0.0083434790915465,267,0.4701550983935216,0.4658443423176254,0.0386099323241523,0.831647789444163,0.9999926394640442,1.0
delta,15,lh.17Networks_12-1,0.21015263374732565,0.207934684829287,0.00969039145268819,267,0.46725578156928543,0.46376507544817275,0.03935985457705874,0.8093657525253077,0.9999920895468398,1.0
delta,16,lh.17Networks_12-5,0.20838017223495034,0.2083344257046557,0.0067492928925080185,267,0.47005430530801967,0.4620502078366012,0.04224577964846683,0.8733175009511849,0.9999918991147149,1.0
delta,17,lh.17Networks_10-1,0.2102163616092672,0.20913990871983115,0.00689805381121702,267,0.46539956108580377,0.45453221592402704,0.041340767336085,0.8596474064517661,0.999993259821566,1.0
delta,18,lh.17Networks_5-2,0.2151900068110453,0.21567358415089752,0.00869153631812878,267,0.4683890828592668,0.4685061840487119,0.03806338281346824,0.7563882790868859,0.9999923953476036,1.0
delta,19,lh.17Networks_13-4,0.21102620444017323,0.21107070384784904,0.008030015986755379,267,0.47286605143506,0.46433815822010116,0.04160742905659777,0.847857885995798,0.9999931293255738,1.0
delta,20,lh.17Networks_13-5,0.2090919410125762,0.2073196900730687,0.0076435171438625545,267,0.4677734639148241,0.45806042621519233,0.04239990895906919,0.8508851653736113,0.9999923866736922,1.0
delta,21,lh.17Networks_13-8,0.20833746130896,0.20801183869205842,0.0064039989492137624,267,0.46970275313767057,0.46082823380812804,0.04121587849355012,0.8756512183063504,0.9999925985428133,1.0
delta,22,lh.17Networks_13-10,0.20794770906453502,0.20678232756167056,0.008555107529993451,267,0.4706412805610285,0.4622511341382697,0.04331971631961312,0.8503459818590962,0.9999927703655523,1.0
delta,23,lh.17Networks_13-12,0.20761442549898443,0.20500602272761334,0.00921147755073374,267,0.47045163364186465,0.4651471060607338,0.04014852744654953,0.8317040476200037,0.9999926323495357,1.0
delta,24,lh.17Networks_13-7,0.2083897724232124,0.20672818620663552,0.009230253454782688,267,0.47051084161090945,0.46354699588410375,0.04124774405745032,0.8397681947746718,0.9999922591112511,1.0
delta,25,lh.17Networks_13-11,0.20819140247856813,0.20613687815735207,0.009269470521817471,267,0.4691751514259755,0.46538975044179764,0.04008863123276719,0.8351197952889857,0.9999927043625583,1.0
delta,26,lh.17Networks_17-2,0.21133528221523137,0.20970627923826402,0.009687466210303376,267,0.4700437651837317,0.46515362865799714,0.04124530812097686,0.7806131291528126,0.9999925806747154,1.0
delta,27,lh.17Networks_17-5,0.2097620072811849,0.2099975962357745,0.007836678139091358,267,0.47204399735177777,0.4616580210820504,0.042373119855596456,0.8579075184617468,0.999993066236315,1.0
delta,28,lh.17Networks_17-1,0.21068999262280952,0.21064234045840033,0.007035966388022549,267,0.47134945909186954,0.4624346938690301,0.04190365675953289,0.8618186011632097,0.9999933865951212,1.0
delta,29,lh.17Networks_17-3,0.2094255856720988,0.20769337615674807,0.0074786792640045025,267,0.46729649292457787,0.46113037477411145,0.03863804717537217,0.855466372026196,0.9999920595442566,1.0
delta,30,lh.17Networks_17-11,0.2083238735502801,0.20736578613819054,0.006617825509370587,267,0.46732549419339364,0.4520089582089941,0.04361309668261774,0.8706796208777163,0.9999926996380514,1.0
delta,31,lh.17Networks_17-8,0.20876282638698465,0.20610798949780407,0.009530559691762476,267,0.47007316867701704,0.46638915107243656,0.040145623355366776,0.8248620740213944,0.999992533175937,1.0
delta,32,lh.17Networks_15-4,0.20819186540301113,0.20734782720726067,0.006897725142680009,267,0.4660319724561886,0.45905946462075253,0.04030879651497593,0.8729077806820335,0.9999927666079539,1.0
delta,33,lh.17Networks_15-1,0.20823033493625484,0.20805936720403953,0.0060820644175787406,267,0.4670396428556823,0.4591085546571638,0.041264821775929716,0.880612190094717,0.9999928846666633,1.0
delta,34,lh.17Networks_15-5,0.21010339502391925,0.20991465269821225,0.007259385283343487,267,0.4756668087765101,0.4698684700916586,0.042629060873099915,0.8604689722557595,0.9999930541182556,1.0
delta,35,lh.17Networks_1-2,0.21275420171457765,0.21131730558858647,0.008373668667150119,267,0.4710820675470412,0.4697071757577106,0.038671092172885266,0.7996566212935019,0.9999929518684437,1.0
delta,36,lh.17Networks_4-1,0.21138206593645373,0.2102761071050156,0.00951891367658139,267,0.46988288106751225,0.465784438690951,0.037042109324476546,0.8039193827860952,0.999992562152651,1.0
delta,37,lh.17Networks_9-2,0.2109394225588877,0.21050547453523447,0.006166721950143222,267,0.46715089761471573,0.45912465171764544,0.03966624458267796,0.8641514038113258,0.9999927527972969,1.0
delta,38,lh.17Networks_11-4,0.20921672526734225,0.20715863437870732,0.008592895724272338,267,0.474677698059091,0.4638627538431607,0.04514050342752228,0.8377655869521088,0.9999935137185973,1.0
delta,39,lh.17Networks_11-1,0.2115978222463632,0.21088515560106263,0.00839141237574414,267,0.46659081560189397,0.4604859557002339,0.03956066817967543,0.820653667083116,0.9999927418556472,1.0
delta,40,lh.17Networks_3-2,0.2140213875918458,0.212451803532502,0.011214350861725796,267,0.4711490286430447,0.4716022411987598,0.036301422062385014,0.6534782400810737,0.9999924768506848,1.0
delta,41,lh.17Networks_8-6,0.20869094611194838,0.20716476877144782,0.009020953819054522,267,0.4686027717208193,0.4611726961720593,0.04060569052186776,0.8370715991417512,0.9999933307027291,1.0
delta,42,lh.17Networks_8-10,0.2078121894217542,0.20526747238307672,0.009885571447440443,267,0.4715306432529626,0.4677612806852089,0.04048879263578457,0.816703842213846,0.9999925991086572,1.0
delta,43,lh.17Networks_8-8,0.20873369614530238,0.20800980550357986,0.007759648409098812,267,0.4720225793276693,0.4648493568324989,0.039892388655807874,0.864172498028408,0.9999924525491886,1.0
delta,44,lh.17Networks_8-4,0.20837764369480977,0.20682557727167647,0.007377367004348845,267,0.46741477967693645,0.46094559628490944,0.039470621882567745,0.8656436981109525,0.9999923442972647,1.0
delta,45,lh.17Networks_8-5,0.20889919595103026,0.2070547467943131,0.008151889909435104,267,0.46655215224033414,0.4614113080124754,0.038173445167368335,0.8462547038864204,0.9999923727430087,1.0
delta,46,lh.17Networks_8-9,0.2078408967102215,0.20656081915202193,0.006775832207873434,267,0.4700589579281131,0.4565707594166623,0.04507961014625568,0.8743250814499236,0.9999929772521211,1.0
delta,47,lh.17Networks_7-4,0.21231359177186404,0.21025866241628424,0.010733019566474171,267,0.4690137987015993,0.4659878790473561,0.03640122103533471,0.7202231080449901,0.9999931584063962,1.0
delta,48,lh.17Networks_7-8,0.20829995065491552,0.2057939794726649,0.00945277251137436,267,0.46977214400161976,0.46935051266839556,0.03736484824237749,0.8340196928177738,0.9999918834538142,1.0
delta,49,lh.17Networks_7-6,0.20939644385518205,0.20865709392980286,0.008338081199562771,267,0.47226215293388274,0.46664445436457197,0.03734074890853859,0.8526488330192155,0.99999281933714,1.0
delta,50,lh.17Networks_7-1,0.20864534696287773,0.20718589853875163,0.007707405178751357,267,0.46833704112157204,0.4625123520798973,0.03862851061499668,0.8629458061715456,0.9999922569137826,1.0
delta,51,lh.17Networks_14-3,0.20778312060498375,0.2048662649774562,0.009721375670051024,267,0.4736239246017817,0.46735997457148315,0.040712847455705456,0.8240894513349636,0.9999932235922779,1.0
delta,52,lh.17Networks_14-2,0.21093454213949822,0.21106029158710793,0.007864491970146088,267,0.46959538028692427,0.46167524162961737,0.04067087972016304,0.8462037969660017,0.9999929024555773,1.0
delta,53,rh.17Networks_2-2,0.21263931379627074,0.21168352700936816,0.008483035236748506,267,0.4720988844113329,0.4659516932348657,0.042127023735427496,0.8001249193084164,0.9999931386775877,1.0
delta,54,rh.17Networks_16-4,0.209938805801253,0.2089213454117606,0.00811837670270098,267,0.46966155187010233,0.4622226664401269,0.04058492083582708,0.8425382220494841,0.9999934664226919,1.0
delta,55,rh.17Networks_16-2,0.2100594545172701,0.2085915736758103,0.00764115141879964,267,0.4661304062084195,0.4579182307481474,0.04043493613955593,0.8468637758697076,0.9999923715984845,1.0
delta,56,rh.17Networks_16-6,0.21020971377279069,0.21016528278778926,0.007289219129801967,267,0.4706177404298811,0.46365331879585786,0.04295264832680231,0.8602502471661679,0.9999921121826542,1.0
delta,57,rh.17Networks_16-10,0.20799251221898876,0.20663244315504917,0.006665205134972843,267,0.4664294911979255,0.45233772508415643,0.042918319652982886,0.869173526165652,0.9999919690326817,1.0
delta,58,rh.17Networks_16-9,0.20798271138786562,0.2076303040425179,0.006147494981530421,267,0.4684801207207098,0.45568163445139137,0.042540063292251,0.8780171793345367,0.9999925203965683,1.0
delta,59,rh.17Networks_16-8,0.2090586207155802,0.2070261710772067,0.008948169042789101,267,0.4677976825780679,0.46431918517170756,0.03826410624845601,0.831769673857045,0.9999909754443034,1.0
delta,60,rh.FreeSurfer_Defined_Medial_Wall-2,0.2089775158544591,0.20870089359176794,0.006652126590994782,267,0.46706583549448655,0.46098975764851274,0.039872071258060145,0.8666450804255986,0.9999925569716255,1.0
delta,61,rh.FreeSurfer_Defined_Medial_Wall-4,0.20719785197665033,0.20675326510274894,0.006305580772615134,267,0.46670612666343625,0.45539672875088255,0.041316288794758176,0.8768646480688247,0.9999921538011166,1.0
delta,62,rh.17Networks_6-1,0.2147237576639011,0.21425905743497678,0.009937326328033024,267,0.46741099800392444,0.4686638549133103,0.034136726198241006,0.7129590496061486,0.9999922545842695,1.0
delta,63,rh.17Networks_6-4,0.2098274164150868,0.2073871515351204,0.010405260174094148,267,0.4709686611288041,0.47208562842041957,0.037257214181937004,0.7911367076808186,0.9999907457511213,1.0
delta,64,rh.17Networks_6-8,0.20827339302999587,0.2078498186735932,0.006643356836512737,267,0.46859841680377856,0.4573650495545885,0.04013420316668426,0.8762518563105813,0.999992334994288,1.0
delta,65,rh.17Networks_6-5,0.20831421241257336,0.20626750603144936,0.008488817128949565,267,0.4699495249048455,0.46479322756140745,0.03824659358640792,0.8501748363332396,0.9999913421207522,1.0
delta,66,rh.17Networks_12-4,0.21180806835927546,0.21200934371802002,0.008192941567391422,267,0.4720969342319815,0.4684577402570483,0.03992685093053797,0.8350192571561774,0.9999925605194934,1.0
delta,67,rh.17Networks_12-9,0.20801403112278152,0.20588855261620143,0.008532391318678225,267,0.4735512693706742,0.4609385064847739,0.04457487556227817,0.8514887256761564,0.9999933972450895,1.0
delta,68,rh.17Networks_12-8,0.20894708474710003,0.20611542102146305,0.009866699129804382,267,0.46934645198333197,0.4670537473766636,0.039396412622841354,0.8144480949527133,0.9999911609577601,1.0
delta,69,rh.17Networks_12-2,0.2097568057182522,0.20794755213421115,0.00877158269210736,267,0.46756869918595545,0.46163895603365407,0.03876683839005393,0.8298125031190867,0.9999918124696896,1.0
delta,70,rh.17Networks_12-6,0.20848267241159865,0.2081483212987847,0.006358242024402605,267,0.47232253997477275,0.46304625350109047,0.04119187130538386,0.8781205061154713,0.9999921863520665,1.0
delta,71,rh.17Networks_12-10,0.20835915543748798,0.20725633203138522,0.006285615040935565,267,0.46909336958652065,0.45506096681983765,0.04481510550408483,0.8727756690498619,0.999992396457039,1.0
delta,72,rh.17Networks_10-2,0.21064289138540143,0.20978283107313367,0.006634897389628057,267,0.466956329141426,0.4536408761882246,0.04267590795932532,0.85650508281727,0.9999927695645381,1.0
delta,73,rh.17Networks_5-3,0.2083078659354329,0.20581768079378016,0.009505497282064635,267,0.4697628375302937,0.4659069935522514,0.038127463283093195,0.8295109203616623,0.9999899621751023,1.0
delta,74,rh.17Networks_5-1,0.21560881952290742,0.21580909258959866,0.008918093028769405,267,0.469573181286527,0.46753104273861645,0.03842972843797715,0.7352678681192436,0.9999928473757222,1.0
delta,75,rh.17Networks_13-6,0.20922678445443293,0.2089093293475272,0.0066395214720018384,267,0.46951592561848454,0.45783605162115604,0.040770092378947555,0.8666672011484887,0.9999920356516137,1.0
delta,76,rh.17Networks_13-9,0.2085953022732672,0.20649007119495588,0.008612900039228228,267,0.47420612625728803,0.4667110595367879,0.04179585520966846,0.843950336324211,0.9999925552041142,1.0
delta,77,rh.17Networks_13-1,0.21014824661892,0.2080195564873376,0.009785706555412162,267,0.46963874030466835,0.46668665682566157,0.03819518599022625,0.801055318252852,0.9999909304079537,1.0
delta,78,rh.17Networks_13-3,0.2110067052988858,0.21102814425197794,0.007592454610233264,267,0.4711966928956673,0.4658325460212798,0.043021398231692355,0.8515415617203594,0.999992627130586,1.0
delta,79,rh.17Networks_13-2,0.2099600186091733,0.20809801970272293,0.007323386446815488,267,0.4668337707386809,0.4577065458732156,0.03793177353635631,0.8489856606014441,0.9999920544601576,1.0
delta,80,rh.17Networks_17-6,0.21089039019902778,0.20912109442947902,0.009119231860221289,267,0.4697412859578062,0.46596511893285514,0.03926760553442577,0.8061603411935317,0.999992263065481,1.0
delta,81,rh.17Networks_17-10,0.20811609595835007,0.207614420953529,0.006674894414824987,267,0.46732563968675733,0.45952384847059824,0.039741515636830864,0.8762059120597065,0.9999914028281428,1.0
delta,82,rh.17Networks_17-4,0.21117643630093103,0.2106938465444285,0.0071474577412245915,267,0.4660974055568216,0.45519734321237204,0.04054942901152441,0.8400344108299023,0.9999925043489168,1.0
delta,83,rh.17Networks_17-9,0.2073517755251755,0.20564148381792255,0.007251111984928231,267,0.46377370683905056,0.45519511519517036,0.03749383795451127,0.8727682391134636,0.9999911170951624,1.0
delta,84,rh.17Networks_17-7,0.20849174105947998,0.20745930658496295,0.006904041339975543,267,0.46526851293243116,0.45204931186953273,0.04026210298340273,0.862965292192315,0.9999916983143401,1.0
delta,85,rh.17Networks_15-3,0.2085157397856752,0.20828599059139571,0.007154890146087871,267,0.4695929966280511,0.4599723644608849,0.04061794784694022,0.8752521579040801,0.999992610047148,1.0
delta,86,rh.17Networks_15-2,0.2084532901179479,0.20788815912770583,0.0064085182696089205,267,0.46785682388667904,0.45574659649156785,0.040351719713213934,0.8704553179940445,0.9999923719105324,1.0
delta,87,rh.17Networks_15-6,0.20980919179830704,0.20972162374114564,0.007387984309690322,267,0.4716576095989515,0.46279634709186934,0.04120323001210518,0.8650835544407344,0.9999923116993823,1.0
delta,88,rh.17Networks_1-1,0.21351125179231686,0.2121041104585952,0.008508733691581422,267,0.4694003726087103,0.46791046909417855,0.03656845855111273,0.7713441551185581,0.9999930193006943,1.0
delta,89,rh.17Networks_4-2,0.21116820775413395,0.20957260155508342,0.008805467946021581,267,0.46791168531574123,0.4672039639583018,0.03499747300050651,0.8156235906776977,0.9999919943726931,1.0
delta,90,rh.17Networks_9-1,0.21061368844583403,0.2099387530268216,0.006606179194957892,267,0.46342109794035374,0.4537378436386543,0.038270859224733,0.852997114503262,0.9999920194655721,1.0
delta,91,rh.17Networks_11-3,0.20935803261055466,0.20739649239282887,0.008668878190204218,267,0.475200133633752,0.4617817819122532,0.04584785743383099,0.834980126224865,0.9999936438236854,1.0
delta,92,rh.17Networks_11-5,0.20884847876559406,0.2064478630691135,0.00902673496390484,267,0.47371941342853585,0.46390337229652695,0.04208228233187435,0.8305608831244048,0.9999933294035515,1.0
delta,93,rh.17Networks_11-2,0.2109993352167896,0.21019560573800608,0.008318590615709248,267,0.470651814642696,0.46226000430725744,0.04302566480916287,0.8258218786504847,0.9999933170515851,1.0
delta,94,rh.17Networks_3-1,0.21434312054537905,0.21344018720115604,0.011128245251643316,267,0.4693269237071566,0.4711244642941508,0.03509483929318581,0.6534568154591768,0.99999136376207,1.0
delta,95,rh.17Networks_3-3,0.20762035572412704,0.2066775105086031,0.007316723890079864,267,0.46901539184162094,0.46273002789174933,0.03971352968289732,0.8718893452248463,0.9999925428239874,1.0
delta,96,rh.17Networks_8-2,0.20966576119811112,0.20815863522642444,0.008352396185320866,267,0.4617991401405529,0.45694511930986426,0.037508806263319455,0.828609127189702,0.999992082284893,1.0
delta,97,rh.17Networks_8-3,0.2099810710096475,0.2076078154177931,0.009708229931737216,267,0.47251851495658564,0.46613257539746433,0.04164416093587943,0.807695558655799,0.9999928215709634,1.0
delta,98,rh.17Networks_8-11,0.20887286815378545,0.20700752098203334,0.008830202077920637,267,0.4723512787089082,0.46129457868052776,0.042734670307535604,0.8379938941578005,0.9999933215137095,1.0
delta,99,rh.17Networks_8-7,0.20959055519408454,0.20956137075871104,0.007350935686877977,267,0.46899060653540087,0.46315208857723206,0.039939248104629295,0.8618433155567815,0.9999918964701583,1.0
delta,100,rh.17Networks_8-1,0.20839877161320586,0.2068669884165335,0.0074869774702046345,267,0.46797073450737425,0.4581958406674383,0.03829956028910829,0.8604469167601531,0.9999918655641028,1.0
delta,101,rh.17Networks_7-3,0.21231854832026953,0.21006644630844573,0.010777173377695024,267,0.4696135008435091,0.4632317308824507,0.03976918614034705,0.7196707552650043,0.9999928271545581,1.0
delta,102,rh.17Networks_7-7,0.20876726584879304,0.2068158780781485,0.009295339531569385,267,0.47099803320142597,0.46899551615208235,0.039135777945440285,0.8268507945652518,0.999991200317718,1.0
delta,103,rh.17Networks_7-5,0.2099217545534572,0.2091566818584797,0.007685446839607171,267,0.469021174202499,0.46506846651202566,0.037741666630539336,0.8500877017458927,0.9999921238336291,1.0
delta,104,rh.17Networks_7-2,0.20838382590097979,0.20745751074440136,0.0073465779505037295,267,0.46664724996111195,0.46104525196975965,0.03813484304021504,0.865987830526703,0.9999915541767193,1.0
delta,105,rh.17Networks_14-1,0.21125205277327153,0.21101026564926528,0.007615304115960201,267,0.468973197752657,0.4646176384806804,0.039442985760153246,0.830359353156211,0.9999918672766189,1.0
delta,106,rh.17Networks_14-4,0.2072310547584985,0.20619892787025093,0.0068856897898249055,267,0.4624055507760643,0.45022190475062296,0.03921700001922988,0.874266449274781,0.9999908080230212,1.0
gammahigh,0,lh.17Networks_2-1,0.19195691428866096,0.18885950788303407,0.01872027718229686,267,0.5749149582638254,0.5813111873938643,0.024529809931881346,0.7944150521575066,0.9958005180585653,1.0
gammahigh,1,lh.17Networks_16-1,0.19277532818507354,0.18965218737560757,0.019681002687052526,267,0.5753321841615742,0.5819773401851918,0.02871797367102062,0.6224154573820299,0.9959435875602761,1.0
gammahigh,2,lh.17Networks_16-3,0.188663704665415,0.1811309048429152,0.021692994735732794,267,0.5763670478280237,0.5844041783288597,0.030205345605163112,0.378653881062899,0.9954999694418392,1.0
gammahigh,3,lh.17Networks_16-5,0.19028702878488263,0.18479046972196067,0.019723286961508248,267,0.5752345974974512,0.5804855842707335,0.02750783876706276,0.6388140312645435,0.9956541149033366,1.0
gammahigh,4,lh.17Networks_16-7,0.1922218237440556,0.18546370189433412,0.021013781819924755,267,0.5730373486588902,0.5827672482837095,0.03157195488142135,0.41843287145541,0.9959125071240109,1.0
