parcel_idx,label,hemi,x,y,z,rho_mean,rho_std,coverage,n_subjects
178,7Networks_LH_Vis_18-lh,lh,-7.046712842381116,-88.08057260050357,3.616288670102469,0.14128940180705377,0.038778259913320186,1.0,1096
179,7Networks_LH_Vis_19-lh,lh,-26.07193373999697,-94.43096102044936,3.78806229834965,0.14136512228673534,0.0389389528956435,1.0,1096
180,7Networks_LH_Vis_2-lh,lh,-31.409458831813836,-35.14854264301093,-18.22494495228168,0.14071053436489736,0.03934812023434453,1.0,1096
181,7Networks_LH_Vis_20-lh,lh,-13.2440716159587,-51.69824464759048,2.876118942084057,0.14282247356497688,0.03826421549936166,1.0,1096
182,7Networks_LH_Vis_21-lh,lh,-9.856477479710986,-75.67654549863917,7.829021696911358,0.14186977274940718,0.03896717078621157,1.0,1096
183,7Networks_LH_Vis_22-lh,lh,-21.03412999840422,-66.21519638146768,5.735785520143349,0.13925171238150028,0.03875660719038822,1.0,1096
184,7Networks_LH_Vis_23-lh,lh,-38.88945099783496,-83.35966367350517,10.044632151487876,0.14304488064844584,0.03811712967491124,1.0,1096
185,7Networks_LH_Vis_24-lh,lh,-14.192239268374,-97.16284925567436,15.415261314818578,0.14209661639022936,0.03769246770363081,1.0,1096
186,7Networks_LH_Vis_25-lh,lh,-3.968079407498219,-84.70897804445805,23.46371066894313,0.14071084831602557,0.038403133309981956,1.0,1096
187,7Networks_LH_Vis_26-lh,lh,-13.974083823852643,-70.9343149771445,19.449905606403803,0.14340945210508776,0.038739423473445486,1.0,1096
188,7Networks_LH_Vis_27-lh,lh,-27.42744734250926,-83.66948806387039,16.621921721544524,0.1456649529020082,0.037879408816002234,1.0,1096
189,7Networks_LH_Vis_28-lh,lh,-33.7867070651843,-82.53938262395883,23.04350547693461,0.14964349497024246,0.04021206974919863,1.0,1096
190,7Networks_LH_Vis_29-lh,lh,-16.95356636250939,-88.38620781859349,28.612489427839005,0.14706012711036406,0.037042731933560065,1.0,1096
191,7Networks_LH_Vis_3-lh,lh,-36.478565499802265,-61.14527789659736,-20.06013478050547,0.14329069698816105,0.038535363536570756,1.0,1096
192,7Networks_LH_Vis_30-lh,lh,-13.66630835192544,-79.6397770914792,33.57240023299994,0.15075835223523837,0.04054056819680717,1.0,1096
193,7Networks_LH_Vis_31-lh,lh,-21.08930028309612,-77.06418851936388,39.01340075258939,0.14945001124748333,0.037523069830651706,1.0,1096
194,7Networks_LH_Vis_4-lh,lh,-26.57484521249041,-54.31074229378012,-9.431516289117916,0.14162427124995605,0.03750856754416051,1.0,1096
195,7Networks_LH_Vis_5-lh,lh,-24.92466871007284,-73.26484629821778,-10.00446177037557,0.143303896710832,0.03833842518840615,1.0,1096
196,7Networks_LH_Vis_6-lh,lh,-34.64361891612201,-80.6698271388739,-16.732641611300725,0.1483667480029103,0.03882089077120635,1.0,1096
197,7Networks_LH_Vis_7-lh,lh,-19.014586882002664,-37.84904459166825,-12.17023153978938,0.15150171612056149,0.03988878655381821,1.0,1096
198,7Networks_LH_Vis_8-lh,lh,-43.993360427731226,-69.29369410149238,-9.570383422120376,0.1441925988857839,0.0386761717803636,1.0,1096
199,7Networks_LH_Vis_9-lh,lh,-17.310307839234962,-87.84337217062439,-12.153232631997174,0.14469026031169507,0.03846653698857703,1.0,1096
200,7Networks_RH_Cont_Cing_1-rh,rh,4.109800150917797,-25.29359493371917,29.053500754658767,0.14810441765841284,0.04009126512850938,1.0,1096
201,7Networks_RH_Cont_Cing_2-rh,rh,3.155343483909701,-0.2025656573961459,31.53282304703136,0.14793719112569811,0.03910818252355377,1.0,1096
202,7Networks_RH_Cont_PFCl_1-rh,rh,27.986942701890204,52.30002185149051,-13.416409871879496,0.14417697568263257,0.039120346976534846,1.0,1096
203,7Networks_RH_Cont_PFCl_10-rh,rh,36.431297569475326,11.299653027813406,30.729302708614103,0.14400400329000906,0.03992384931495586,1.0,1096
204,7Networks_RH_Cont_PFCl_11-rh,rh,37.26327935217558,30.61038870943047,36.97827252953187,0.1468232922072495,0.03885260790994522,1.0,1096
205,7Networks_RH_Cont_PFCl_12-rh,rh,41.34909707119591,20.19441542499944,39.795362961919686,0.1476896812121774,0.037471443401717014,1.0,1096
206,7Networks_RH_Cont_PFCl_13-rh,rh,41.15386166593954,7.346591785082368,46.490649022329016,0.15516935751088307,0.04032760130547229,1.0,1096
207,7Networks_RH_Cont_PFCl_14-rh,rh,34.31315690797992,15.67370102179082,52.58439444992347,0.14522638471980517,0.03833856076901054,1.0,1096
208,7Networks_RH_Cont_PFCl_15-rh,rh,24.59286099607608,8.304191625305194,53.71093755982034,0.14314609799016983,0.037680768145173904,1.0,1096
209,7Networks_RH_Cont_PFCl_2-rh,rh,42.60892465688887,48.0329504918008,-4.145084624362253,0.14095115287342294,0.038161457511236174,1.0,1096
210,7Networks_RH_Cont_PFCl_3-rh,rh,28.33977524577109,54.3951634851541,3.541195894611669,0.14812757501183782,0.037866172915665325,1.0,1096
211,7Networks_RH_Cont_PFCl_4-rh,rh,46.33146818115681,36.46545952373275,5.405926232268758,0.14631663426594008,0.03858198400172778,1.0,1096
212,7Networks_RH_Cont_PFCl_5-rh,rh,40.67638054440802,42.033907573830334,15.31384148960471,0.14241998648898682,0.03861959150421464,1.0,1096
213,7Networks_RH_Cont_PFCl_6-rh,rh,45.62040812973369,29.41268179928445,16.996940627772148,0.1501193799718789,0.040308991760971434,1.0,1096
214,7Networks_RH_Cont_PFCl_7-rh,rh,43.166955864244,18.624721320717477,22.83558898127231,0.148856458706225,0.039081380336123954,1.0,1096
215,7Networks_RH_Cont_PFCl_8-rh,rh,26.06461976441824,48.84746140173559,23.250810792745614,0.14563419565289643,0.03779902107214474,1.0,1096
216,7Networks_RH_Cont_PFCl_9-rh,rh,46.76786480805813,27.62840656745128,27.253773429454903,0.15185218264228292,0.03988660583245443,1.0,1096
217,7Networks_RH_Cont_PFCmp_1-rh,rh,8.97032985015802,32.04564013968994,26.07139907392076,0.1448474795644312,0.03787082528504041,1.0,1096
218,7Networks_RH_Cont_PFCmp_2-rh,rh,4.795652627189261,25.6176882696983,46.74457559721595,0.15178608219810558,0.03789011657558229,1.0,1096
219,7Networks_RH_Cont_PFCv_1-rh,rh,34.285116081341734,21.91055755069535,-6.664761837805324,0.15079505661213516,0.03906019933512596,1.0,1096
220,7Networks_RH_Cont_Par_1-rh,rh,51.18898262374702,-56.87642972770779,41.70235615215082,0.14489636570712028,0.03814849909097327,1.0,1096
221,7Networks_RH_Cont_Par_2-rh,rh,52.00346158599854,-46.91642377471924,40.77199843597412,0.1460599895896731,0.03818336182868732,1.0,1096
222,7Networks_RH_Cont_Par_3-rh,rh,32.362512693734004,-67.84252778415022,42.07948364389354,0.14673248999403363,0.03771317301175808,1.0,1096
223,7Networks_RH_Cont_Par_4-rh,rh,49.114118170044506,-38.99513814788865,44.43647093137592,0.14819056455115254,0.0385788373871444,1.0,1096
224,7Networks_RH_Cont_Par_5-rh,rh,42.90274063508902,-48.25392402819733,40.48044496507787,0.1455463616830429,0.03801096700564499,1.0,1096
225,7Networks_RH_Cont_Par_6-rh,rh,38.11645154143165,-57.00652062787152,44.25646655490039,0.14718965923580027,0.03741455790302463,1.0,1096
226,7Networks_RH_Cont_Temp_1-rh,rh,58.97514143091862,-35.62536605738761,-20.49556885265125,0.14694828408966476,0.03751386966842579,1.0,1096
227,7Networks_RH_Cont_Temp_2-rh,rh,60.88816406357456,-47.586759943357656,-10.291781403649022,0.14581199892201127,0.03876737462900162,1.0,1096
228,7Networks_RH_Cont_pCun_1-rh,rh,12.853132706157044,-70.58133080102115,36.26859003133168,0.14518477978261576,0.037535085066570155,1.0,1096
229,7Networks_RH_Cont_pCun_2-rh,rh,5.498088653018245,-62.45582795544751,43.55214358763527,0.1452650658120645,0.038486360975170414,1.0,1096
230,7Networks_RH_Default_PFCdPFCm_1-rh,rh,5.588297783452536,37.42104409807124,-9.593708101057,0.1410507753499204,0.04081790168452956,1.0,1096
231,7Networks_RH_Default_PFCdPFCm_10-rh,rh,25.31312210389546,31.00944399493081,39.36191293512072,0.14368947793118814,0.03940074105874453,1.0,1096
232,7Networks_RH_Default_PFCdPFCm_11-rh,rh,13.267370673931804,37.36956202311247,51.487659948928304,0.14362922773074352,0.041099853638186135,1.0,1096
233,7Networks_RH_Default_PFCdPFCm_12-rh,rh,23.762133992209066,20.444972563866443,49.20852863772774,0.14859634987081982,0.04080903994233109,1.0,1096
234,7Networks_RH_Default_PFCdPFCm_13-rh,rh,12.232005817172114,18.632650527058868,62.18023994475642,0.14868335335027624,0.0417189620673236,1.0,1096
235,7Networks_RH_Default_PFCdPFCm_2-rh,rh,9.803337070420817,64.31052014998356,2.1734403552995487,0.15186839650926082,0.03970923128833029,1.0,1096
236,7Networks_RH_Default_PFCdPFCm_3-rh,rh,8.43134450712334,40.7287696766328,5.949203541510663,0.14415961237691838,0.0408647654487636,1.0,1096
237,7Networks_RH_Default_PFCdPFCm_4-rh,rh,8.173263098639465,49.435463988704726,14.053490551931263,0.1446637756802908,0.038483184639414914,1.0,1096
238,7Networks_RH_Default_PFCdPFCm_5-rh,rh,17.81460848293272,61.53761652827872,17.781020677881713,0.14925274908426564,0.040038421686967675,1.0,1096
239,7Networks_RH_Default_PFCdPFCm_6-rh,rh,3.83684627462606,21.711594576913804,21.371467330807544,0.14683268876379982,0.04027128763139677,1.0,1096
240,7Networks_RH_Default_PFCdPFCm_7-rh,rh,6.198490611497347,54.50929613542986,30.654135791675465,0.14849038022653815,0.03924185866508612,1.0,1096
241,7Networks_RH_Default_PFCdPFCm_8-rh,rh,18.79265238505439,48.52408156955492,35.24343968205598,0.14452546881008463,0.03928002380882144,1.0,1096
242,7Networks_RH_Default_PFCdPFCm_9-rh,rh,4.954849225102049,40.90822325330792,38.285303289240055,0.1468364564913156,0.039597504881936516,1.0,1096
243,7Networks_RH_Default_PFCv_1-rh,rh,34.27081070623454,21.02159628896318,-17.531312066704565,0.14282575155568392,0.039465475655723815,1.0,1096
244,7Networks_RH_Default_PFCv_2-rh,rh,34.08088187124471,36.03029393086507,-12.585957857593256,0.1449793053617649,0.0403296516107709,1.0,1096
245,7Networks_RH_Default_PFCv_3-rh,rh,48.05995820126857,31.190751683007704,-6.094201975800245,0.14549482716051867,0.03932883199610962,1.0,1096
246,7Networks_RH_Default_PFCv_4-rh,rh,52.64648396056376,23.043459775712755,8.024921463448324,0.1444430977395878,0.03925547619019253,1.0,1096
247,7Networks_RH_Default_Par_1-rh,rh,47.57667186737061,-49.14187300364176,16.539062418937682,0.147260209746458,0.03979463927891822,1.0,1096
248,7Networks_RH_Default_Par_2-rh,rh,42.55005280819932,-66.14002597676536,19.68927357100338,0.14662283740099763,0.04000530863739586,1.0,1096
249,7Networks_RH_Default_Par_3-rh,rh,48.5526318569415,-57.537798985778565,24.66760673696696,0.15107826552380743,0.04121185596005504,1.0,1096
250,7Networks_RH_Default_Par_4-rh,rh,53.76739533201804,-51.02891871291666,26.71510990325597,0.14066765201589074,0.04099607775654874,1.0,1096
251,7Networks_RH_Default_Par_5-rh,rh,44.072940162990406,-67.54807635619974,39.64125069103846,0.1445414467720452,0.039052149015373495,1.0,1096
252,7Networks_RH_Default_Temp_1-rh,rh,53.53213134896201,1.1876589927557926,-30.469456115386887,0.1435971687551667,0.039438752241306954,1.0,1096
253,7Networks_RH_Default_Temp_2-rh,rh,61.84137821422965,-15.036201773383093,-22.79083654841069,0.14637997783343962,0.040404229717320814,1.0,1096
254,7Networks_RH_Default_Temp_3-rh,rh,50.75050901307713,9.91206988515044,-19.35705923873676,0.14558452087917276,0.03921510464092403,1.0,1096
255,7Networks_RH_Default_Temp_4-rh,rh,54.60705314975463,-11.22631081825231,-13.954414818114367,0.14489100827457826,0.03900377690049864,1.0,1096
256,7Networks_RH_Default_Temp_5-rh,rh,62.63798049217047,-29.721897098629974,-8.070959416840427,0.1419345012181482,0.040825175822555335,1.0,1096
257,7Networks_RH_Default_Temp_6-rh,rh,48.59316793388626,-26.47810995320417,-6.890964917723239,0.1437078015910155,0.040675948814611285,1.0,1096
258,7Networks_RH_Default_Temp_7-rh,rh,61.80421009151617,-42.416495397892966,-0.9022873837826988,0.14407030288875203,0.040641136005128385,1.0,1096
259,7Networks_RH_Default_Temp_8-rh,rh,48.789136233172016,-37.17882288685476,0.8362984158140443,0.14426345080648673,0.04005225731013129,1.0,1096
260,7Networks_RH_Default_pCunPCC_1-rh,rh,11.371401494780145,-56.735878458270776,13.294874331200278,0.14573795571983403,0.040614218395675625,1.0,1096
261,7Networks_RH_Default_pCunPCC_2-rh,rh,4.470121007799451,-44.1611646641799,20.471178127768265,0.14326881310972017,0.0405806009334446,1.0,1096
262,7Networks_RH_Default_pCunPCC_3-rh,rh,16.043998142930327,-64.62959662265465,26.699371850686,0.14957371676172737,0.04096092144890116,1.0,1096
263,7Networks_RH_Default_pCunPCC_4-rh,rh,4.632948196223766,-52.26327028337693,24.680937318612408,0.14939653949613735,0.04070598678520151,1.0,1096
264,7Networks_RH_Default_pCunPCC_5-rh,rh,4.057480467457167,-62.76660713007752,31.82082361906347,0.14175813731951947,0.04142702487436515,1.0,1096
265,7Networks_RH_Default_pCunPCC_6-rh,rh,5.061209592025379,-39.29035188483977,36.50329726726588,0.1482872052116213,0.03983491157616077,1.0,1096
266,7Networks_RH_Default_pCunPCC_7-rh,rh,2.2020231840274147,-18.82170599525895,39.06002417837436,0.14603752613008048,0.0390742823062664,1.0,1096
267,7Networks_RH_Default_pCunPCC_8-rh,rh,11.215948670823998,-51.38251839040596,36.54573605261116,0.14579170962246024,0.039195155296693464,1.0,1096
268,7Networks_RH_Default_pCunPCC_9-rh,rh,6.368820904090652,-49.40895337643831,44.86351006804502,0.14408374486173,0.03964001816860738,1.0,1096
269,7Networks_RH_DorsAttn_FEF_1-rh,rh,38.3135613531902,-3.6349047379636463,50.73709463662114,0.14570670880049746,0.03949899383709707,1.0,1096
270,7Networks_RH_DorsAttn_FEF_2-rh,rh,26.464219323712594,-3.432914727188832,49.81678637927657,0.14244766889465357,0.038489929317203055,1.0,1096
271,7Networks_RH_DorsAttn_FEF_3-rh,rh,23.17010997404063,-4.056077748322879,59.61092115084983,0.1415275012195042,0.03849727183631835,1.0,1096
272,7Networks_RH_DorsAttn_Post_1-rh,rh,46.348202926374704,-53.78820482494301,-16.448455304788023,0.14347898443738774,0.038617165896537554,1.0,1096
273,7Networks_RH_DorsAttn_Post_10-rh,rh,27.60359283239019,-61.39694359639738,46.25960829476861,0.14349443138941906,0.03772926400274692,1.0,1096
274,7Networks_RH_DorsAttn_Post_11-rh,rh,33.524815552374896,-47.94944888703964,41.1034790207358,0.14356949512290587,0.039371889755071394,1.0,1096
275,7Networks_RH_DorsAttn_Post_12-rh,rh,19.251976292190456,-66.94902267552264,50.07701479802366,0.14226108383638375,0.04006472219192994,1.0,1096
276,7Networks_RH_DorsAttn_Post_13-rh,rh,33.37628368430611,-39.10428724828372,46.32378680983373,0.14234788292911188,0.038823973877049514,1.0,1096
277,7Networks_RH_DorsAttn_Post_14-rh,rh,32.46562377660196,-52.07061060395514,49.57190646265659,0.1427541744359613,0.038167273813907665,1.0,1096
278,7Networks_RH_DorsAttn_Post_15-rh,rh,6.615711579632885,-69.514271546751,51.981414178134266,0.1444478795215342,0.039926598193675646,1.0,1096
279,7Networks_RH_DorsAttn_Post_16-rh,rh,25.682524452120557,-58.1057635309535,56.53086211464622,0.1433044497952147,0.038613539499526756,1.0,1096
280,7Networks_RH_DorsAttn_Post_17-rh,rh,5.917152761611425,-54.19254711198761,58.621544873680094,0.14075717693467765,0.03894757058531254,1.0,1096
281,7Networks_RH_DorsAttn_Post_18-rh,rh,11.90911540499872,-63.07773404205382,63.018327955630426,0.14103416334914276,0.03852431570097116,1.0,1096
282,7Networks_RH_DorsAttn_Post_19-rh,rh,23.593890755899835,-50.32747355257527,63.883427716373056,0.14391745413403906,0.03957764715218847,1.0,1096
283,7Networks_RH_DorsAttn_Post_2-rh,rh,54.87458081135262,-57.92956979203933,-1.6242633325671365,0.14125920990623655,0.038716222111994776,1.0,1096
284,7Networks_RH_DorsAttn_Post_3-rh,rh,48.45947062045222,-59.93395796876396,10.310884260313331,0.14101408343028152,0.0388627578579768,1.0,1096
285,7Networks_RH_DorsAttn_Post_4-rh,rh,40.541916154660846,-77.21403955577411,30.873190266859154,0.14420387387602562,0.038140875505543397,1.0,1096
286,7Networks_RH_DorsAttn_Post_5-rh,rh,28.38978977378355,-65.32357463311712,32.141261043023626,0.1443991431330171,0.03845361187577234,1.0,1096
287,7Networks_RH_DorsAttn_Post_6-rh,rh,52.8949711313053,-28.002365602765764,42.98658286114128,0.14219802408016316,0.038836611339394304,1.0,1096
288,7Networks_RH_DorsAttn_Post_7-rh,rh,16.47575874889598,-75.87437212700938,45.44054128609452,0.14409071702464524,0.04020180772157631,1.0,1096
289,7Networks_RH_DorsAttn_Post_8-rh,rh,36.63401797503773,-41.28795124107683,38.286859454763245,0.14266743544860874,0.038861294264919057,1.0,1096
290,7Networks_RH_DorsAttn_Post_9-rh,rh,40.97849275143211,-31.310590812225147,41.087894259436986,0.14474175902604544,0.0396464181395503,1.0,1096
291,7Networks_RH_DorsAttn_PrCv_1-rh,rh,46.47460315626796,7.09831048766041,25.061566590108807,0.1455618074749416,0.04046975670880154,1.0,1096
292,7Networks_RH_Limbic_OFC_1-rh,rh,14.07984427417498,18.34913328941622,-21.006484159163243,0.13875593722914137,0.03948576247360681,1.0,1096
293,7Networks_RH_Limbic_OFC_2-rh,rh,23.775841848137453,20.96035031559541,-21.036142926855184,0.14718376772476896,0.037827606205174155,1.0,1096
294,7Networks_RH_Limbic_OFC_3-rh,rh,8.748649224337296,40.3155188328824,-24.00032773577733,0.1466229179238295,0.040040129134151274,1.0,1096
295,7Networks_RH_Limbic_OFC_4-rh,rh,21.647665709591983,39.92307148622663,-19.1825046475014,0.1456852197796038,0.03961842411116672,1.0,1096
296,7Networks_RH_Limbic_OFC_5-rh,rh,4.75263882353461,19.991875132865456,-21.278777542904283,0.14246400069719933,0.03913623941816324,1.0,1096
297,7Networks_RH_Limbic_OFC_6-rh,rh,9.64704330301122,60.16479338558054,-14.816802146084886,0.14341270228184963,0.03933392030426854,1.0,1096
298,7Networks_RH_Limbic_TempPole_1-rh,rh,29.57476182487297,-4.768859522915494,-38.516588140360106,0.1377066430629762,0.03854099491529946,1.0,1096
299,7Networks_RH_Limbic_TempPole_2-rh,rh,50.46374282550454,-11.901481811003816,-38.40162119668476,0.14020182339142648,0.037999903024932086,1.0,1096
300,7Networks_RH_Limbic_TempPole_3-rh,rh,40.75116325458247,11.491265406882215,-37.33728399119926,0.14269565454840827,0.03921609443850613,1.0,1096
301,7Networks_RH_Limbic_TempPole_4-rh,rh,39.96872856977906,-18.480383260926203,-28.571150450309965,0.15037605515713212,0.04105265135055375,1.0,1096
302,7Networks_RH_Limbic_TempPole_5-rh,rh,30.64272738968509,8.083568287685285,-28.46018266790584,0.1475363348175185,0.04037565873181586,1.0,1096
303,7Networks_RH_Limbic_TempPole_6-rh,rh,47.899293777127525,-32.70247620545858,-26.52756239179969,0.1475035618998423,0.04071696305703932,1.0,1096
304,7Networks_RH_Limbic_TempPole_7-rh,rh,22.43537580966949,-20.49568425392618,-25.147459710130885,0.1466010683029214,0.039461345323566446,1.0,1096
305,7Networks_RH_SalVentAttn_FrOperIns_1-rh,rh,41.981187423676936,-0.3311610826986136,-14.979981759577306,0.14297815738762923,0.03930469913945796,1.0,1096
306,7Networks_RH_SalVentAttn_FrOperIns_2-rh,rh,40.967557941644,7.767952047509537,-2.0754919730171832,0.14853943224325641,0.04033563121399524,1.0,1096
307,7Networks_RH_SalVentAttn_FrOperIns_3-rh,rh,41.30119235476932,-13.839918048961742,-4.574036725030558,0.14181615640517758,0.039319190288599086,1.0,1096
308,7Networks_RH_SalVentAttn_FrOperIns_4-rh,rh,39.12488603397291,0.0287277889723072,6.171664282352644,0.1374152247837579,0.03994734197964249,1.0,1096
309,7Networks_RH_SalVentAttn_FrOperIns_5-rh,rh,36.11202239439376,21.28192997667333,5.602545683507199,0.13899441268475934,0.03926544078383601,1.0,1096
310,7Networks_RH_SalVentAttn_FrOperIns_6-rh,rh,37.42141387129077,4.213974989060351,11.4872019834469,0.14667711638402564,0.038167116571115406,1.0,1096
311,7Networks_RH_SalVentAttn_FrOperIns_7-rh,rh,49.48076854091836,2.962070921519501,4.01449540630413,0.1492235403038252,0.03910188110196906,1.0,1096
312,7Networks_RH_SalVentAttn_FrOperIns_8-rh,rh,52.82435532654224,10.208086172739664,13.132418039148408,0.14378007024507325,0.03958601278881184,1.0,1096
313,7Networks_RH_SalVentAttn_Med_1-rh,rh,7.585728896351961,16.395244640006116,36.34647055067254,0.14487808603436048,0.038999837701450185,1.0,1096
314,7Networks_RH_SalVentAttn_Med_2-rh,rh,7.356912833743144,0.2745236418781872,43.25901147537145,0.14752833650017214,0.03959821867850473,1.0,1096
315,7Networks_RH_SalVentAttn_Med_3-rh,rh,12.931206527275124,-32.72201663002449,41.92644299917271,0.14690290117315563,0.03986879020889335,1.0,1096
316,7Networks_RH_SalVentAttn_Med_4-rh,rh,6.036390720934108,9.63839429282192,53.73862471096758,0.14454072213709915,0.03979294530447868,1.0,1096
317,7Networks_RH_SalVentAttn_Med_5-rh,rh,12.367558380722496,-43.91977046210052,52.13398835494717,0.1424091837465414,0.03986256807012457,1.0,1096
318,7Networks_RH_SalVentAttn_Med_6-rh,rh,11.300935133474844,-32.3369916845251,47.6872664670591,0.15701240345937156,0.04055270759051202,1.0,1096
319,7Networks_RH_SalVentAttn_Med_7-rh,rh,6.491606072125681,-2.784925786840172,65.25174341290437,0.1489320251726855,0.039552822263408914,1.0,1096
320,7Networks_RH_SalVentAttn_Med_8-rh,rh,16.81648499379724,5.63756817630571,66.50696219428112,0.14827012451001637,0.04150529156070437,1.0,1096
321,7Networks_RH_SalVentAttn_PFCl_1-rh,rh,32.15586728276433,39.53848211614935,26.49043172801937,0.14265401884863652,0.04032562898890924,1.0,1096
322,7Networks_RH_SalVentAttn_PrC_1-rh,rh,47.79780671762865,2.2614182842202317,39.861866790194846,0.15455110294950328,0.04002303894354822,1.0,1096
323,7Networks_RH_SalVentAttn_TempOccPar_1-rh,rh,56.839385596949136,-50.53383529395388,8.114580490562524,0.137127465189256,0.03989037394156191,1.0,1096
324,7Networks_RH_SalVentAttn_TempOccPar_2-rh,rh,48.91662306793791,-42.87915146740702,10.04337062687964,0.147041301769559,0.0396687123486858,1.0,1096
325,7Networks_RH_SalVentAttn_TempOccPar_3-rh,rh,58.09814796935924,-44.78331820751239,18.535297371133808,0.14580115229954313,0.03871326090117603,1.0,1096
326,7Networks_RH_SalVentAttn_TempOccPar_4-rh,rh,54.739830735150505,-34.855605098672584,23.026261487589704,0.14146910339451826,0.03917340209390296,1.0,1096
327,7Networks_RH_SalVentAttn_TempOccPar_5-rh,rh,57.69827638294981,-26.170714910608453,25.365206347647494,0.15173534112911047,0.040394282220478195,1.0,1096
328,7Networks_RH_SalVentAttn_TempOccPar_6-rh,rh,59.34533298094891,-32.21774297913004,35.75224575922389,0.15247909840502655,0.03988935390254961,1.0,1096
329,7Networks_RH_SalVentAttn_TempOccPar_7-rh,rh,57.98018251452363,-43.38525100004049,33.54077320859914,0.14894290379486558,0.040737091969809604,1.0,1096
330,7Networks_RH_SomMot_1-rh,rh,54.16707049868234,-3.1325528045209343,-4.817231903234957,0.15284369527915118,0.04029393271833549,1.0,1096
331,7Networks_RH_SomMot_10-rh,rh,40.146711502240336,-30.90476738529288,17.142110249696874,0.14407570057966773,0.03754617643187011,1.0,1096
332,7Networks_RH_SomMot_11-rh,rh,49.124778318940926,-14.59144760785478,14.545440470234732,0.14175839444329805,0.03832080455555966,1.0,1096
333,7Networks_RH_SomMot_12-rh,rh,59.36088851699255,-2.1840281121591505,9.89366909256555,0.14510628351508414,0.036572885200419215,1.0,1096
334,7Networks_RH_SomMot_13-rh,rh,47.57107659748623,-25.19497849016773,17.386464291689347,0.1424250602701802,0.037717050106608134,1.0,1096
335,7Networks_RH_SomMot_14-rh,rh,62.31803682872227,-15.638313655342374,16.307944854668207,0.14144683783622902,0.03829301767818129,1.0,1096
336,7Networks_RH_SomMot_15-rh,rh,59.97977982723352,4.343431564284996,31.272222819472805,0.14430529352116925,0.038238298708425426,1.0,1096
337,7Networks_RH_SomMot_16-rh,rh,55.97383255349066,-8.665662223994998,28.3367738426692,0.1404729926853647,0.03875848703628532,1.0,1096
338,7Networks_RH_SomMot_17-rh,rh,58.6717884288666,-19.05908757287103,32.782994581967664,0.14193740958016257,0.03857224793658186,1.0,1096
339,7Networks_RH_SomMot_18-rh,rh,47.22718268174391,-10.461100134712,36.27267553714606,0.14881175739047275,0.040376643135790646,1.0,1096
340,7Networks_RH_SomMot_19-rh,rh,51.366038976571495,-22.07235040114476,40.97237098522675,0.14066224369973318,0.04180468656776068,1.0,1096
341,7Networks_RH_SomMot_2-rh,rh,62.27627736473283,-24.248087418615007,-1.573212818450381,0.13774939435969807,0.0395503625662101,1.0,1096
342,7Networks_RH_SomMot_20-rh,rh,10.85787755087762,-16.374574887003874,42.29369466047548,0.13774423464175983,0.03960565554406851,1.0,1096
343,7Networks_RH_SomMot_21-rh,rh,49.64813986717754,-15.760309406637786,47.72572051218269,0.1368250575506651,0.03910221564482388,1.0,1096
344,7Networks_RH_SomMot_22-rh,rh,41.20006065468514,-12.802968873091393,46.234237665905376,0.13583855000790837,0.0395264128738811,1.0,1096
345,7Networks_RH_SomMot_23-rh,rh,46.0530230812598,-28.567303431632222,53.83086544379609,0.14131707225283474,0.03887582507431326,1.0,1096
346,7Networks_RH_SomMot_24-rh,rh,7.458931906394709,-9.311182114533056,49.57925182666654,0.1432496232197826,0.0393538141131396,1.0,1096
347,7Networks_RH_SomMot_25-rh,rh,38.75372867638569,-22.786434736007298,51.48008764435423,0.14074012669179006,0.039052418266888024,1.0,1096
348,7Networks_RH_SomMot_26-rh,rh,35.22973374826177,-19.34261807082767,59.3431970309482,0.14011807325300307,0.03874793876648023,1.0,1096
349,7Networks_RH_SomMot_27-rh,rh,31.363481462422143,-36.75099741151538,59.3115878730634,0.1422038350799563,0.04027877286378545,1.0,1096
350,7Networks_RH_SomMot_28-rh,rh,29.776935271342367,-42.28359443751994,58.28797455161895,0.13689269269915674,0.03979023518188899,1.0,1096
351,7Networks_RH_SomMot_29-rh,rh,32.21193271912869,-28.384141826029843,58.18446229538828,0.1427097004128438,0.03872227895693932,1.0,1096
352,7Networks_RH_SomMot_3-rh,rh,53.36903767549354,-18.244371210800782,6.734288401347194,0.14504251468030388,0.03983726165514729,1.0,1096
353,7Networks_RH_SomMot_30-rh,rh,3.981809020042419,-24.704219892187027,56.86575749468263,0.13934687448409944,0.03956093250134241,1.0,1096
354,7Networks_RH_SomMot_31-rh,rh,28.26973286867142,-11.522211138010023,60.640694184303285,0.13883938768622098,0.03885651641363022,1.0,1096
355,7Networks_RH_SomMot_32-rh,rh,8.84448964238402,-41.644575999333306,65.66025912267922,0.1476723722314365,0.03797290442670273,1.0,1096
356,7Networks_RH_SomMot_33-rh,rh,21.113430320995004,-26.097218609210728,60.7053500958978,0.1447737116208149,0.03804147405497306,1.0,1096
357,7Networks_RH_SomMot_34-rh,rh,21.24476136853618,-30.0118748264928,62.39330081939697,0.15290436309529531,0.04028692808281737,1.0,1096
358,7Networks_RH_SomMot_35-rh,rh,21.66870424984756,-36.93358524376748,66.25574120978044,0.15690222628951206,0.04198690311404121,1.0,1096
359,7Networks_RH_SomMot_36-rh,rh,15.91704198134573,-9.38943478747418,66.94574837132504,0.14575377359945713,0.03890171704846672,1.0,1096
