parcel_idx,x,y,z,tau_fmri,spectral_exp,alff,falff,rho_fmri,n_subjects
149,-53.94862385321102,-1.6366972477064223,-29.343119266055048,4.563934625119044,0.5619717414860531,3.33450885836189,0.8397847596104877,0.5867800782067973,68
150,-61.53881278538813,-17.593607305936075,-20.470319634703195,4.497578332713094,0.5230696983953582,3.374232287189294,0.848173825684562,0.5860741860530668,68
151,-60.17712177121771,-36.37638376383764,-18.140221402214024,4.254080640654759,0.3614335286012472,3.3261842799037944,0.8311282652738449,0.5961819965433035,68
152,-57.0059171597633,-8.911242603550292,-13.869822485207102,4.987149289352182,0.8451428369141827,3.3887694827865533,0.8697442978252815,0.5747826313428654,68
153,-52.756380510440835,6.19025522041764,-11.554524361948957,5.061896036482238,0.9320981810990221,3.4631588960946225,0.8810759573907241,0.5718605009016114,68
154,-60.62015503875969,-34.70930232558139,-3.1744186046511658,4.7480900712503225,0.7362512071774343,3.3672605864119443,0.8689320232788246,0.575445808496477,68
155,-52.42677824267781,-22.56903765690376,-5.205020920502093,5.230744116001084,1.1724623845756315,3.493385373897916,0.9069064769009269,0.5614192873496212,68
156,-60.51982378854626,-12.572687224669608,-2.7136563876651962,5.016447774132587,0.9702388813335183,3.4180819564659726,0.8841517058577845,0.5705701182716514,68
157,-61.712500000000006,-31.912499999999994,4.956249999999997,4.912024379979987,0.7814695691267282,3.337563296989521,0.8685753380428954,0.5757355535522601,68
158,-52.642570281124506,-42.979919678714865,5.100401606425706,4.843229498387386,0.7735179380191978,3.3293807230387427,0.8636732061699236,0.5763751685631888,68
159,-58.535433070866134,-48.95275590551181,16.212598425196845,4.601980475393323,0.5419359850308068,3.3163244835683985,0.8557977681991169,0.5857251687241516,68
160,-45.74917491749176,-58.97029702970298,21.06270627062706,4.790248870801283,0.7791781840988555,3.333463474620043,0.874767434483213,0.578296836372988,68
161,-40.36923076923077,-78.54945054945054,30.22417582417583,4.134480614602808,0.2526827026424872,3.3223421683841727,0.8256304738384334,0.5989562587980085,68
162,-47.348017621145374,-63.559471365638764,31.308370044052865,4.3519186385144915,0.3878262044496581,3.3207100295885765,0.8370835666732832,0.5923428441600326,68
163,-56.54691689008044,-54.56300268096514,29.66756032171581,4.160759895001368,0.28117518024359933,3.3374051754484113,0.8246040727384004,0.596101271715748,68
164,-41.36017897091722,-72.02237136465325,43.32885906040268,4.14980131622256,0.25851940940555374,3.3071480102715793,0.8285206631443542,0.5977918128148467,68
165,-48.94078947368422,-59.53289473684211,46.940789473684205,4.226435971672773,0.2671299749292584,3.2825499403738876,0.8196089058207017,0.5994741209384218,68
166,-35.63895486935867,22.308788598574836,-15.486935866983373,4.970935362260388,0.7800649252196183,3.3481899783222713,0.8730367523218109,0.5811595543730356,68
167,-35.9047619047619,36.85714285714286,-12.961038961038959,4.542698092560175,0.6343944164449221,3.4091055140238997,0.8598591890148687,0.5865447366677676,68
