parcel_idx,label,hemi,tau_mean,rho_mean,tau_r2_mean,rho_r2_mean,x,y,z,tau_resid,rho_resid
241,7Networks_RH_Default_PFCdPFCm_8-rh,rh,0.012953681977172768,0.6029606380323378,0.849267084143531,0.9999004333710444,18.79265238505439,48.52408156955492,35.24343968205598,-0.005783027881572811,0.0015860886070488966
242,7Networks_RH_Default_PFCdPFCm_9-rh,rh,0.01252083865945634,0.6018826497245051,0.8587501562622618,0.999901418688789,4.954849225102049,40.90822325330792,38.285303289240055,-0.00522035131668987,0.0009255450154924683
243,7Networks_RH_Default_PFCv_1-rh,rh,0.037881677296622,0.606388600139884,0.5398013436108524,0.9999061683320587,34.27081070623454,21.02159628896318,-17.531312066704565,0.016961402620439475,-0.00038214352010890185
244,7Networks_RH_Default_PFCv_2-rh,rh,0.031101512482385168,0.6027817704980958,0.5540093569726479,0.9999011273015942,34.08088187124471,36.03029393086507,-12.585957857593256,0.009432276502143917,-0.0036983246884668697
245,7Networks_RH_Default_PFCv_3-rh,rh,0.026771200422881395,0.6034355864932229,0.5830226699011731,0.9998986486453396,48.05995820126857,31.190751683007704,-6.094201975800245,0.005773229156989867,-0.002165145637420207
246,7Networks_RH_Default_PFCv_4-rh,rh,0.010830055600257757,0.6051081076547972,0.8135784257492564,0.999877950650239,52.64648396056376,23.043459775712755,8.024921463448324,-0.008534901078715114,0.0012644265219364792
247,7Networks_RH_Default_Par_1-rh,rh,0.010616236256312134,0.6004188587923469,0.8325187609723069,0.9998947359069589,47.57667186737061,-49.14187300364176,16.539062418937682,-0.0025899245665589998,-0.0012062141213127209
248,7Networks_RH_Default_Par_2-rh,rh,0.01038582711731856,0.6000909526951361,0.7896427820646925,0.9998935182099878,42.55005280819932,-66.14002597676536,19.68927357100338,-0.0012300146352968184,-0.0008993357309398098
249,7Networks_RH_Default_Par_3-rh,rh,0.010353539533666627,0.6013163484358339,0.8271822482897759,0.9998939765436331,48.5526318569415,-57.537798985778565,24.66760673696696,-0.0016106625628440584,0.0007612616578434039
250,7Networks_RH_Default_Par_4-rh,rh,0.008748926801112696,0.6025387224114035,0.8577151547540135,0.9998880221013529,53.76739533201804,-51.02891871291666,26.71510990325597,-0.0036197916801797743,0.0021219722744719727
251,7Networks_RH_Default_Par_5-rh,rh,0.00913316875796131,0.6012111128259782,0.8330660318291896,0.9998904522541356,44.072940162990406,-67.54807635619974,39.64125069103846,-0.0008685283970703214,0.002502711152955528
252,7Networks_RH_Default_Temp_1-rh,rh,0.02120583341721624,0.6071291184404998,0.5656842754667667,0.9998862022908289,53.53213134896201,1.1876589927557926,-30.469456115386887,0.0005253273515699562,-0.0006644100042323409
