parcel_idx,label,hemi,network,tau_mean,tau_median,tau_std,rho_mean,rho_median,rho_std,tau_exp_r2_mean,rho_r2_mean,ts_var_mean,ts_rms_mean,n_subjects,x,y,z,alpha_rel,beta_rel,gamma_rel,spectral_slope
215,7Networks_RH_Cont_PFCl_8-rh,rh,Cont,0.0138908702832783,0.0121185730002184,0.0092206352916782,0.6037467810307272,0.6031306610660889,0.0100432703285746,0.8119238435558953,0.9999002217361984,1.0,1.0,208,26.06461976441824,48.84746140173559,23.25081079274561,0.1324976636633747,0.3703983472065944,0.17181462451271157,0.37609174970599996
216,7Networks_RH_Cont_PFCl_9-rh,rh,Cont,0.0110873304010785,0.0087552797542959,0.0095190647713695,0.6037568463033332,0.6033467623835687,0.0103290865900236,0.8336737128486577,0.9998904992127322,1.0,1.0,208,46.76786480805813,27.62840656745128,27.253773429454903,0.1367399290001052,0.3828383794421907,0.1831593467242297,0.32397137543990817
217,7Networks_RH_Cont_PFCmp_1-rh,rh,Cont,0.0184474345636123,0.0175218801442096,0.0084021577983556,0.5977553498955511,0.5978176638049575,0.0090773333376875,0.8476797774350667,0.999923381133086,1.0,1.0,208,8.97032985015802,32.04564013968994,26.07139907392076,0.13887649919965184,0.3276366082807442,0.12102614622748031,0.6138543804344956
218,7Networks_RH_Cont_PFCmp_2-rh,rh,Cont,0.0123216922351725,0.0109404498395014,0.0078045045994542,0.6007279579957492,0.6007196158632342,0.0088453209991006,0.8488326932792846,0.9999003072731,1.0,1.0,208,4.795652627189261,25.6176882696983,46.74457559721595,0.1344619085009363,0.3578376137851658,0.16458595895279035,0.45178928075923075
219,7Networks_RH_Cont_PFCv_1-rh,rh,Cont,0.0390106336463306,0.0370965935703323,0.0175857621429586,0.6035020239895817,0.6024158809879343,0.0109584506360014,0.5923917593975574,0.9999101064973672,1.0,1.0,208,34.285116081341734,21.91055755069535,-6.664761837805324,0.10722751604589172,0.28895060661897753,0.158337735003925,0.5663852079661701
220,7Networks_RH_Cont_Par_1-rh,rh,Cont,0.0100620467918139,0.0086315693257887,0.0061235443872577,0.6015854389241296,0.6019900830955609,0.0094739126248288,0.8429348693535172,0.9998919997389704,1.0,1.0,208,51.18898262374702,-56.87642972770779,41.70235615215082,0.1821617985912493,0.3739344594332874,0.17478987850407915,0.3422786503478058
221,7Networks_RH_Cont_Par_2-rh,rh,Cont,0.0104794738387901,0.0086194402256589,0.0081741595312268,0.603071855630948,0.6029563623572882,0.0114069591181665,0.8423101587050753,0.999892396721328,1.0,1.0,208,52.00346158599854,-46.91642377471924,40.77199843597412,0.16818576531630774,0.37793820427630787,0.17395045388222927,0.3501296908585349
222,7Networks_RH_Cont_Par_3-rh,rh,Cont,0.012979321571032,0.0114561238404597,0.0055172569705583,0.5965465680769133,0.597388408380773,0.0083079710669555,0.7832040169690339,0.999909824556059,1.0,1.0,208,32.362512693734004,-67.84252778415022,42.07948364389354,0.2371788352315373,0.3445471914827265,0.13891040779901614,0.45739293046152973
223,7Networks_RH_Cont_Par_4-rh,rh,Cont,0.0129321390748554,0.0112677103366203,0.0081700334914258,0.599002863299138,0.599441348277715,0.0084804282639162,0.8307438928702806,0.9999057870183148,1.0,1.0,208,49.114118170044506,-38.99513814788865,44.43647093137592,0.18285380634251408,0.3620464735918486,0.1458010371265508,0.4452354706519345
224,7Networks_RH_Cont_Par_5-rh,rh,Cont,0.0143696114880756,0.013519757536963,0.0053568144984386,0.5966705471363368,0.5971912531151695,0.0076389699784106,0.8145609043229656,0.999913736168922,1.0,1.0,208,42.90274063508902,-48.25392402819733,40.48044496507787,0.207126536809505,0.3457279000817256,0.12904366623357505,0.5122886130550319
225,7Networks_RH_Cont_Par_6-rh,rh,Cont,0.0131948769472748,0.0121454975253984,0.0063342800399463,0.5981092199937073,0.5984057086603994,0.0101854255910833,0.8063372091149902,0.9999086382996384,1.0,1.0,208,38.11645154143165,-57.00652062787152,44.25646655490039,0.22128253053948463,0.3465458194490262,0.14033948713789499,0.46396449889496966
226,7Networks_RH_Cont_Temp_1-rh,rh,Cont,0.0078788508841207,0.0058891016331625,0.0068754036238357,0.610035505426089,0.6077639526823071,0.013592798745892,0.8479962826624031,0.999870215192413,1.0,1.0,208,58.97514143091862,-35.62536605738761,-20.49556885265125,0.13090696251378428,0.40727003117198435,0.22933217563054564,0.15688647317119125
227,7Networks_RH_Cont_Temp_2-rh,rh,Cont,0.0069434726612358,0.0059420667270629,0.0040752862598224,0.6081287939528008,0.6066881253637022,0.012076536889904,0.8737599073691698,0.9998710377194392,1.0,1.0,208,60.88816406357456,-47.586759943357656,-10.291781403649022,0.13829322378749237,0.40461245896488235,0.2251418881245016,0.17707018716660128
228,7Networks_RH_Cont_pCun_1-rh,rh,Cont,0.0182673487777965,0.0171776808285322,0.0073674973846478,0.5930477353032362,0.5922304631516675,0.0088355978068145,0.5993172062953052,0.9999278708284156,1.0,1.0,208,12.853132706157044,-70.58133080102115,36.26859003133168,0.3201441084281743,0.3034845458483366,0.10333608961486361,0.5793785637038141
229,7Networks_RH_Cont_pCun_2-rh,rh,Cont,0.0157981874082533,0.014794154239043,0.0072313863217843,0.594037604129966,0.5941495686246668,0.0091510052587324,0.6693936733258922,0.999924451790032,1.0,1.0,208,5.498088653018245,-62.45582795544751,43.55214358763527,0.3000493518860595,0.3221547632112317,0.11050052379737912,0.5257567059396909
230,7Networks_RH_Default_PFCdPFCm_1-rh,rh,Default,0.0450834463215734,0.0359208347693824,0.0249586270603532,0.6024155869218976,0.601054497008557,0.0113413786039501,0.6828227023080273,0.9999199509045184,1.0,1.0,208,5.588297783452536,37.42104409807124,-9.593708101057,0.1089930096196696,0.2900593442272727,0.14916711080102116,0.5632178870985707
231,7Networks_RH_Default_PFCdPFCm_10-rh,rh,Default,0.0137773240009883,0.0119109572670204,0.009424400449017,0.6002885392109019,0.6011385004504903,0.0086327723931403,0.8374655528685679,0.999906387455491,1.0,1.0,208,25.31312210389546,31.00944399493081,39.36191293512072,0.1352675118028912,0.358927135395286,0.15291463237495073,0.4623604117058379
232,7Networks_RH_Default_PFCdPFCm_11-rh,rh,Default,0.0107031576775491,0.0084889906024184,0.0098919781300591,0.6029770971246902,0.6030938324249984,0.0110964644295838,0.8524101607106156,0.9998894832928028,1.0,1.0,208,13.267370673931804,37.36956202311247,51.487659948928304,0.13339657223984047,0.3751019326189244,0.1855251956051396,0.3582142235568049
233,7Networks_RH_Default_PFCdPFCm_12-rh,rh,Default,0.0137046884081341,0.011950303475985,0.0099206120932438,0.5999546278539286,0.6000503717519483,0.0098465828259014,0.8523433498868422,0.9999079683386785,1.0,1.0,208,23.762133992209066,20.444972563866443,49.20852863772774,0.13671775520327745,0.35038074315062745,0.15149783159217484,0.4976328779479763
234,7Networks_RH_Default_PFCdPFCm_13-rh,rh,Default,0.0102649109562962,0.0081849904381194,0.0099159852009756,0.601599238591321,0.6026594365413622,0.0073101877078354,0.8593337941757831,0.9998908942813576,1.0,1.0,208,12.232005817172114,18.632650527058868,62.18023994475642,0.13671160705760677,0.3716468678098064,0.18369062076825668,0.3723318882674818
235,7Networks_RH_Default_PFCdPFCm_2-rh,rh,Default,0.0126031261820815,0.0107412120751355,0.0085331298484913,0.6058978548957058,0.606068315135343,0.0082175203627509,0.7870989476699162,0.999887244472668,1.0,1.0,208,9.803337070420817,64.31052014998356,2.1734403552995487,0.12892827515202487,0.3765797578793435,0.19634849629072496,0.3099191683976629
236,7Networks_RH_Default_PFCdPFCm_3-rh,rh,Default,0.0270454937197516,0.0249342879402673,0.0114341828403318,0.6005029895571281,0.6001343822703631,0.0087967786089299,0.6841317465903063,0.999914948311374,1.0,1.0,208,8.43134450712334,40.7287696766328,5.949203541510663,0.12720199518881686,0.3169117106476498,0.14398507107126612,0.5590572483919729
237,7Networks_RH_Default_PFCdPFCm_4-rh,rh,Default,0.0140163072796917,0.0122325364948811,0.0086371696265241,0.6034645847380656,0.6036639591615369,0.0084886486394526,0.7985359340343489,0.9998994462129268,1.0,1.0,208,8.173263098639465,49.435463988704726,14.053490551931263,0.13200295844960205,0.36458355240214546,0.17467583803987194,0.3885499103669778
238,7Networks_RH_Default_PFCdPFCm_5-rh,rh,Default,0.0120773249974264,0.0097090792829922,0.0093608914315547,0.6055948254661171,0.6053403425514916,0.0095483142605099,0.8209767381705704,0.999891282808822,1.0,1.0,208,17.81460848293272,61.53761652827872,17.781020677881713,0.13127682955410727,0.38069778459584797,0.190920453748423,0.3089259939887793
239,7Networks_RH_Default_PFCdPFCm_6-rh,rh,Default,0.0189704196636697,0.0180211571201452,0.0081176488320573,0.5985117579816841,0.598908852006593,0.0060063613391908,0.7752761011605055,0.9999088850968464,1.0,1.0,208,3.83684627462606,21.711594576913804,21.371467330807544,0.14047514332291872,0.3357871892246999,0.14426405740479478,0.5305971897658724
240,7Networks_RH_Default_PFCdPFCm_7-rh,rh,Default,0.0109562284921844,0.0087154952589304,0.0086250180454133,0.6036317505403848,0.6034942263134182,0.009872888568367,0.8475149227665248,0.9998900641396472,1.0,1.0,208,6.198490611497347,54.50929613542986,30.654135791675465,0.13410488652926847,0.37641164492068596,0.18530422567213015,0.35222028939379013
241,7Networks_RH_Default_PFCdPFCm_8-rh,rh,Default,0.0125135594729859,0.0103512830623962,0.0102626957331482,0.6028636141727384,0.6032914700696421,0.0090010949262215,0.8371832491552021,0.999896687060866,1.0,1.0,208,18.79265238505439,48.52408156955492,35.24343968205598,0.1339763306533709,0.3685862804184305,0.17426459422736076,0.39273234546633357
242,7Networks_RH_Default_PFCdPFCm_9-rh,rh,Default,0.0123791106992371,0.0102563981710502,0.0090611192731511,0.6014444030595076,0.6020362760609053,0.0072445780323906,0.8416833912569526,0.9998975214672312,1.0,1.0,208,4.954849225102049,40.90822325330792,38.285303289240055,0.13432620289915284,0.36510609817137285,0.1682871900604784,0.4204794275948385
243,7Networks_RH_Default_PFCv_1-rh,rh,Default,0.0368448851280821,0.0341225926341361,0.0159657940155175,0.6038952388731188,0.6023879720484508,0.0123904879184902,0.559478064540642,0.9999070431813404,1.0,1.0,208,34.27081070623454,21.02159628896318,-17.531312066704565,0.11159151323543341,0.2972545407791483,0.16067033922840945,0.5472769211940509
244,7Networks_RH_Default_PFCv_2-rh,rh,Default,0.0307539551112033,0.0290316213991781,0.0148030410357635,0.6054003754264777,0.6032042815449642,0.0130925907687412,0.5581499673026972,0.9999016181154676,1.0,1.0,208,34.08088187124471,36.03029393086507,-12.585957857593256,0.11526086299000171,0.3180700943923124,0.1685072488417052,0.48170082025160305
245,7Networks_RH_Default_PFCv_3-rh,rh,Default,0.0253282853471458,0.0239523984027359,0.0106488190053696,0.6059899143383304,0.6040014108466063,0.0132738901369997,0.5794218553877695,0.9998974467106336,1.0,1.0,208,48.05995820126857,31.190751683007704,-6.094201975800245,0.1150080863332754,0.3251573840750575,0.17493188416590866,0.46500277244640204
246,7Networks_RH_Default_PFCv_4-rh,rh,Default,0.0111259336570204,0.0088866479734926,0.007823446013993,0.6068678451734297,0.6047662008090762,0.0139872887305536,0.8039827687506844,0.9998790612740924,1.0,1.0,208,52.64648396056376,23.043459775712755,8.024921463448324,0.13108091605841327,0.3848403139020884,0.2038003695084167,0.2730283438917945
247,7Networks_RH_Default_Par_1-rh,rh,Default,0.0115122093933267,0.0101201550714813,0.0058099060500988,0.5996518579361525,0.6008120730367315,0.0087051766655413,0.8294382554597965,0.999897768395855,1.0,1.0,208,47.57667186737061,-49.14187300364176,16.539062418937682,0.1819638334104824,0.3525239379903609,0.16401370297573215,0.438071422802232
248,7Networks_RH_Default_Par_2-rh,rh,Default,0.0113354800158637,0.0096708369978881,0.0062814727483903,0.5992857949147191,0.6002515415462384,0.0104253248393744,0.7912430796428146,0.9998972549932112,1.0,1.0,208,42.55005280819932,-66.14002597676536,19.68927357100338,0.2210057368256811,0.3511450996673639,0.162107450492496,0.4044724625838938
249,7Networks_RH_Default_Par_3-rh,rh,Default,0.011410092898508,0.0100566646967171,0.0058969840339294,0.6007857960733222,0.6006177417786256,0.0117205240103538,0.8208301344241902,0.999896483227272,1.0,1.0,208,48.5526318569415,-57.537798985778565,24.66760673696696,0.19041176877844246,0.35637892731069526,0.16555009600759127,0.4119604587825399
250,7Networks_RH_Default_Par_4-rh,rh,Default,0.009855811898638,0.0084093810525447,0.006422891541625,0.6015591837362912,0.6028459399278561,0.0085088300938221,0.8494143725984998,0.9998903003080446,1.0,1.0,208,53.76739533201804,-51.02891871291666,26.71510990325597,0.16950813305924867,0.3710683960916365,0.17894266187287522,0.3585087131284657
251,7Networks_RH_Default_Par_5-rh,rh,Default,0.0098920124297776,0.0085592251323271,0.0056189108949264,0.6004494557482808,0.6012498116425196,0.0084510318838048,0.8359200392683553,0.9998919927731876,1.0,1.0,208,44.072940162990406,-67.54807635619974,39.64125069103846,0.20083221040493254,0.3662518070318157,0.17452437604298965,0.34292930044487263
252,7Networks_RH_Default_Temp_1-rh,rh,Default,0.0215397544632817,0.018884370431459,0.010749559119367,0.6102236498723744,0.6059341142598991,0.0175325261730591,0.5693858215380874,0.9998868057802964,1.0,1.0,208,53.53213134896201,1.1876589927557926,-30.469456115386887,0.12139025222981348,0.3556287683757343,0.1928321398019398,0.35941494637571203
253,7Networks_RH_Default_Temp_2-rh,rh,Default,0.0111103657249183,0.0092064775616318,0.0068895454711082,0.6103512299983047,0.607007410309359,0.0154352836452562,0.7970362825691423,0.9998748701913106,1.0,1.0,208,61.84137821422965,-15.036201773383093,-22.79083654841069,0.13169896016786123,0.38962652821729776,0.21677331775624537,0.2304475920815572
254,7Networks_RH_Default_Temp_3-rh,rh,Default,0.0259726388651574,0.0242034212033267,0.0105565239433744,0.6080053752881128,0.6044027248357458,0.0160098797085319,0.5240801474911673,0.9998938494159888,1.0,1.0,208,50.75050901307713,9.91206988515044,-19.35705923873676,0.11797278153887582,0.3290780427376958,0.1779699963061534,0.457064846207668
255,7Networks_RH_Default_Temp_4-rh,rh,Default,0.0150657493959528,0.0132113212554986,0.0080524971026182,0.606803097273086,0.6052475895303051,0.0127769102765005,0.7171667670559185,0.9998862421217904,1.0,1.0,208,54.60705314975463,-11.22631081825231,-13.954414818114367,0.13297671686218382,0.3589100465939504,0.191828014318683,0.3717600914077218
256,7Networks_RH_Default_Temp_5-rh,rh,Default,0.007391019789792,0.0059392837679316,0.0048766174113248,0.6098611076089876,0.6077062151261141,0.0137949025134904,0.8567932981855085,0.9998710723065116,1.0,1.0,208,62.63798049217047,-29.721897098629974,-8.070959416840427,0.13215220016701143,0.4088879011819926,0.22728147842450175,0.1558592890987973
257,7Networks_RH_Default_Temp_6-rh,rh,Default,0.0150094228504033,0.0132922819591051,0.0075379699111316,0.6033862527472409,0.6033543500112759,0.0104484849159886,0.74669527310865,0.99989274433082,1.0,1.0,208,48.59316793388626,-26.47810995320417,-6.890964917723239,0.1491128989836838,0.35184428622031605,0.17643705407284915,0.41743373971341685
258,7Networks_RH_Default_Temp_7-rh,rh,Default,0.0070103131709209,0.005881475893381,0.0042887316156525,0.6073251141888705,0.6061916761787978,0.0114423303026451,0.8790820469388159,0.9998727632046968,1.0,1.0,208,61.80421009151617,-42.416495397892966,-0.9022873837826988,0.14024791171812676,0.40310528183613825,0.22213480852469414,0.18899995292853342
259,7Networks_RH_Default_Temp_8-rh,rh,Default,0.0169113135605976,0.0160378467137577,0.0063644344748728,0.6000717795009516,0.6004551169230925,0.00978044785956,0.7663497563261715,0.999904267486901,1.0,1.0,208,48.789136233172016,-37.17882288685476,0.8362984158140443,0.173067631217512,0.3314186584128904,0.15213465086805886,0.5242605075487162
260,7Networks_RH_Default_pCunPCC_1-rh,rh,Default,0.0136524192920657,0.012831446640521,0.0044152642585277,0.6005242406481508,0.6008928609660293,0.0072833165372614,0.7387605560345644,0.9998977768471824,1.0,1.0,208,11.371401494780145,-56.735878458270776,13.294874331200278,0.21017166439260668,0.3483539175070106,0.16554690324724583,0.39459008842250676
261,7Networks_RH_Default_pCunPCC_2-rh,rh,Default,0.0120051120348648,0.0112502561275898,0.0050876638105425,0.6005649724345323,0.6005199275873411,0.0071113281998488,0.7931184671872432,0.999896393013385,1.0,1.0,208,4.470121007799451,-44.1611646641799,20.471178127768265,0.203423387171232,0.35210229287309125,0.16610315174326737,0.3933607015324976
262,7Networks_RH_Default_pCunPCC_3-rh,rh,Default,0.0186407968698484,0.0177694362442018,0.0064098450051515,0.5942911692994456,0.5935594747727491,0.0089171734816716,0.5960804457199248,0.9999239993027652,1.0,1.0,208,16.043998142930327,-64.62959662265465,26.699371850686,0.3071828607102683,0.30282726978445457,0.11048519026644758,0.5660807069376388
263,7Networks_RH_Default_pCunPCC_4-rh,rh,Default,0.0149710423382905,0.0143171731264385,0.0052571410397759,0.5961868114688331,0.5960449795002096,0.0084416862218059,0.7076787067350714,0.9999135586479556,1.0,1.0,208,4.632948196223766,-52.26327028337693,24.680937318612408,0.271119065544681,0.3228368693885921,0.1294262216483828,0.5022617411418718
264,7Networks_RH_Default_pCunPCC_5-rh,rh,Default,0.0178685935551943,0.0174484634957932,0.0064010382363876,0.5930275831770395,0.5929773168628756,0.0084738157038492,0.6025108121230782,0.9999290290546624,1.0,1.0,208,4.057480467457167,-62.76660713007752,31.82082361906347,0.32029906811816006,0.3049295441698113,0.10299299572029338,0.5718209150205188
265,7Networks_RH_Default_pCunPCC_6-rh,rh,Default,0.0138127812499154,0.0133044925402253,0.0043835886363674,0.5979375948660149,0.5973503466207528,0.0086498123199753,0.8062682586405465,0.999908228629055,1.0,1.0,208,5.061209592025379,-39.29035188483977,36.50329726726588,0.21658039899931325,0.3390460773920319,0.1411982900843811,0.4790217174709024
266,7Networks_RH_Default_pCunPCC_7-rh,rh,Default,0.0126254304149955,0.0116458085422092,0.005152300552228,0.5971801095386806,0.5973268392789812,0.0063258391635282,0.8499567546100558,0.9999085744715844,1.0,1.0,208,2.2020231840274147,-18.82170599525895,39.06002417837436,0.16627802556369253,0.34985869908441986,0.1441907173434595,0.4878790401016072
267,7Networks_RH_Default_pCunPCC_8-rh,rh,Default,0.0165048142229684,0.0152214172040678,0.0061353220910033,0.5934010533559205,0.5935791244381079,0.0076839028276503,0.6868190365999136,0.999924616105194,1.0,1.0,208,11.215948670823998,-51.38251839040596,36.54573605261116,0.2922409181552892,0.3112685033583597,0.10709334820310212,0.5755947408842024
268,7Networks_RH_Default_pCunPCC_9-rh,rh,Default,0.0176164785788834,0.0167618503881971,0.0056070790508863,0.593915223568465,0.5934913594925828,0.0089199907086372,0.683553131069351,0.999926134638792,1.0,1.0,208,6.368820904090652,-49.40895337643831,44.86351006804502,0.28464419746303116,0.3088705494923135,0.10722712879331656,0.5843417454102806
269,7Networks_RH_DorsAttn_FEF_1-rh,rh,DorsAttn,0.0129917745207695,0.0106485232364722,0.0101452463715879,0.5978901171536382,0.5974648660435723,0.0124627199166922,0.7604099764131751,0.9999111307684756,1.0,1.0,208,38.3135613531902,-3.6349047379636463,50.73709463662114,0.20256882894161535,0.35935112481866766,0.13970734982477984,0.432059940316809
270,7Networks_RH_DorsAttn_FEF_2-rh,rh,DorsAttn,0.014278942303003,0.0129737001322805,0.0095689034697219,0.5978063583851381,0.596601655006724,0.0131596551824374,0.8672524552792182,0.9999222797188788,1.0,1.0,208,26.464219323712594,-3.432914727188832,49.81678637927657,0.16576505693296645,0.336798019604352,0.12429188858483112,0.5773224569256709
271,7Networks_RH_DorsAttn_FEF_3-rh,rh,DorsAttn,0.011971472966083,0.0101905365859819,0.0110907966823049,0.5993426440865065,0.5980212419307624,0.0116575008450756,0.8419342776506217,0.9999092671826568,1.0,1.0,208,23.17010997404063,-4.056077748322879,59.61092115084983,0.17196675824394014,0.35581839057795095,0.14838174077658017,0.46078466608857194
272,7Networks_RH_DorsAttn_Post_1-rh,rh,DorsAttn,0.0092754898210907,0.00803454024841,0.0047907327194948,0.6064407785845677,0.6053992817968654,0.0126580381851128,0.8437613681885783,0.9998800039966768,1.0,1.0,208,46.348202926374704,-53.78820482494301,-16.448455304788023,0.1500819295571736,0.388547354814301,0.20556298403752535,0.24942329693623275
273,7Networks_RH_DorsAttn_Post_10-rh,rh,DorsAttn,0.0149665991846315,0.0142508866966641,0.0056828782347976,0.5951034175932743,0.5955677284525847,0.0086942192110766,0.7267313227187717,0.9999192906740876,1.0,1.0,208,27.60359283239019,-61.39694359639738,46.25960829476861,0.26012663341067976,0.32933766992078406,0.12114150724292841,0.5210164507892315
274,7Networks_RH_DorsAttn_Post_11-rh,rh,DorsAttn,0.0175770485517262,0.0166572705137812,0.0076377086371394,0.5937522815093822,0.5938598961907702,0.0081288898652734,0.7871176274559775,0.9999295378397764,1.0,1.0,208,33.524815552374896,-47.94944888703964,41.1034790207358,0.23975575129049032,0.3186023193503535,0.10078531188342074,0.6319197460029357
275,7Networks_RH_DorsAttn_Post_12-rh,rh,DorsAttn,0.0150726312576763,0.013831492102289,0.0074877421346056,0.5945569696661464,0.5948537854623064,0.0088172526022442,0.7059862862926669,0.9999192300499344,1.0,1.0,208,19.251976292190456,-66.94902267552264,50.07701479802366,0.2768172804753788,0.32811124830576516,0.11890308614581187,0.5164640503739496
276,7Networks_RH_DorsAttn_Post_13-rh,rh,DorsAttn,0.0153188866447108,0.0142219931005209,0.0078365394598238,0.5951848711688801,0.5951538540753056,0.009128022666164,0.7661779696108673,0.9999250769650784,1.0,1.0,208,33.37628368430611,-39.10428724828372,46.32378680983373,0.2383367785650785,0.3445803873135357,0.11075187527351307,0.5274950625290554
277,7Networks_RH_DorsAttn_Post_14-rh,rh,DorsAttn,0.0146305390928462,0.0138218343149678,0.0065725206836926,0.595890028046004,0.5963080702221342,0.0084050888716507,0.7765551963165925,0.9999181245809624,1.0,1.0,208,32.46562377660196,-52.07061060395514,49.57190646265659,0.235337859220156,0.338762825461742,0.12237939518558635,0.5147544371429035
278,7Networks_RH_DorsAttn_Post_15-rh,rh,DorsAttn,0.0126651776522304,0.0108547982241242,0.0074439151672773,0.5974706356540088,0.5979624075176249,0.0095578085397061,0.7429746343239957,0.999907817457761,1.0,1.0,208,6.615711579632885,-69.514271546751,51.981414178134266,0.25470288038553446,0.3479073615132904,0.1401493049567564,0.42191199051027156
279,7Networks_RH_DorsAttn_Post_16-rh,rh,DorsAttn,0.0137897749250236,0.0132281200961974,0.0059550655605727,0.5962688988786399,0.5969341572077795,0.0083208762359023,0.7563250867857909,0.999914531993685,1.0,1.0,208,25.68252445212056,-58.1057635309535,56.53086211464622,0.24307746482459613,0.34496227693961606,0.13056471505976608,0.46718957859681093
280,7Networks_RH_DorsAttn_Post_17-rh,rh,DorsAttn,0.012208391171805,0.0108603550635847,0.0066677092502752,0.5982669294630527,0.5983184662880312,0.0104816350711466,0.7808726511626459,0.999909584000181,1.0,1.0,208,5.917152761611425,-54.19254711198761,58.621544873680094,0.23213193867567547,0.3544511869344523,0.14020160927324804,0.4284668819616331
281,7Networks_RH_DorsAttn_Post_18-rh,rh,DorsAttn,0.0121561879822862,0.0105840592476759,0.0075979083854104,0.5978995929738233,0.5991231638312351,0.0093276604451723,0.7796247182718681,0.9999065836766908,1.0,1.0,208,11.90911540499872,-63.07773404205382,63.018327955630426,0.23369862328223762,0.35551552562382716,0.14507997083712343,0.4089533023325548
282,7Networks_RH_DorsAttn_Post_19-rh,rh,DorsAttn,0.0130806991583764,0.0121721635188781,0.0066203900234008,0.5972677539731214,0.5972401798440916,0.0107374019348024,0.7798748919880953,0.9999136719457424,1.0,1.0,208,23.593890755899835,-50.32747355257527,63.883427716373056,0.23173030989852225,0.3547884846064601,0.13436181481498002,0.4412514245273116
283,7Networks_RH_DorsAttn_Post_2-rh,rh,DorsAttn,0.0076136196647602,0.0060726890020639,0.0070100098549763,0.6067218507994236,0.605799606749443,0.0125340514043726,0.8753440195515076,0.9998762151882368,1.0,1.0,208,54.87458081135262,-57.92956979203933,-1.6242633325671365,0.14496356258411333,0.3951026073359342,0.21296959414085725,0.23318611909404408
284,7Networks_RH_DorsAttn_Post_3-rh,rh,DorsAttn,0.0092134240292996,0.0077067656421567,0.0063878934177329,0.6025883030693034,0.6029760108624431,0.0101011622332232,0.8533488652403697,0.9998869100373664,1.0,1.0,208,48.45947062045222,-59.93395796876396,10.310884260313331,0.16739130245053568,0.373504209581953,0.1880858789924023,0.33730147756535983
285,7Networks_RH_DorsAttn_Post_4-rh,rh,DorsAttn,0.0103549480740439,0.0089731953928862,0.0059357151745321,0.599554171205496,0.6004538327543825,0.0092642051613489,0.8186926008591195,0.999894585137821,1.0,1.0,208,40.541916154660846,-77.21403955577411,30.873190266859154,0.22012003693060422,0.358703059523875,0.1677248624529826,0.3599269726451404
286,7Networks_RH_DorsAttn_Post_5-rh,rh,DorsAttn,0.0165537238349195,0.0158662012001086,0.0053515648670171,0.5942622993654486,0.5941674949021302,0.0106628736496271,0.7136378148660174,0.999926200913098,1.0,1.0,208,28.38978977378355,-65.32357463311712,32.141261043023626,0.28172374175629417,0.30984335163566107,0.10755394440390363,0.6061279051872854
287,7Networks_RH_DorsAttn_Post_6-rh,rh,DorsAttn,0.010412641128046,0.008576464762087,0.0076457971094509,0.601401969798105,0.6019166928398992,0.009227868278248,0.8482468763476837,0.999894287056115,1.0,1.0,208,52.8949711313053,-28.002365602765764,42.98658286114128,0.16310216149287343,0.3779875895714701,0.16881270976580576,0.3705493437480826
288,7Networks_RH_DorsAttn_Post_7-rh,rh,DorsAttn,0.0125909471280757,0.0114544229245371,0.0067890264817941,0.5969234361396711,0.5978630396921643,0.008687454687478,0.7517371236483068,0.9999069942850496,1.0,1.0,208,16.47575874889598,-75.87437212700938,45.44054128609452,0.2553895392619734,0.34495155355034085,0.14312311877497474,0.42190517330700855
289,7Networks_RH_DorsAttn_Post_8-rh,rh,DorsAttn,0.0169493666964115,0.0158099685346767,0.0069556906054751,0.5949452812637995,0.5947857131985543,0.0103239285704193,0.8134958766277809,0.9999255252664636,1.0,1.0,208,36.63401797503773,-41.28795124107683,38.286859454763245,0.21788153429808854,0.3248606864738347,0.10523217474687092,0.6214260572540027
290,7Networks_RH_DorsAttn_Post_9-rh,rh,DorsAttn,0.0162432868756456,0.0154804302287381,0.0068888210683285,0.5948816310193481,0.5946759917421786,0.0095948649505937,0.7741274838244363,0.9999251085131587,1.0,1.0,208,40.97849275143211,-31.310590812225147,41.087894259436986,0.22205263717273666,0.3464979221712703,0.10742487484173344,0.5503864104804547
291,7Networks_RH_DorsAttn_PrCv_1-rh,rh,DorsAttn,0.0134456251556377,0.0118264360695826,0.0092307567991126,0.5999277564926813,0.5988199019602276,0.0144279254875654,0.8280377622061524,0.999904289946668,1.0,1.0,208,46.47460315626796,7.09831048766041,25.061566590108807,0.1548821988756051,0.35850969392825777,0.15130997557227288,0.4573656499001597
292,7Networks_RH_Limbic_OFC_1-rh,rh,Limbic,0.030520302017382,0.0290562951798061,0.01261044510682,0.6044180632941053,0.603148996951257,0.0115524889316869,0.5703494918068522,0.9999035680450152,1.0,1.0,208,14.07984427417498,18.34913328941622,-21.006484159163243,0.11678639616886338,0.3095945780671957,0.1653659105124758,0.5155151479481593
293,7Networks_RH_Limbic_OFC_2-rh,rh,Limbic,0.0381629224162871,0.0338690702759641,0.0184142242917637,0.603502114525861,0.6023980742399573,0.0095032382874525,0.6008462508431439,0.999909589204401,1.0,1.0,208,23.775841848137453,20.96035031559541,-21.036142926855184,0.10710059605983668,0.293728589789304,0.1605671401947722,0.5505738370976485
294,7Networks_RH_Limbic_OFC_3-rh,rh,Limbic,0.0367294144195044,0.0357250639324102,0.013905541419901,0.605090860759211,0.6031347834621477,0.012793507970604,0.5943099159694648,0.9999112280672664,1.0,1.0,208,8.748649224337296,40.3155188328824,-24.00032773577733,0.10265697655056633,0.29343153179805836,0.15756771793348257,0.5528103493130089
